projectName, it, alpha, makespan, duration;
j1205_3,200,RND,77,6.93
j12020_1,200,RND,99,7.31
j12055_3,200,RND,132,11.81
j1203_10,200,RND,104,8.43
j12056_4,200,RND,236,19.34
j12033_8,200,RND,119,9.46
j12059_7,200,RND,121,10.5
j12023_6,200,RND,110,9.61
j12049_9,200,RND,108,10.72
j12018_10,200,RND,113,7.85
j1206_4,200,RND,164,11.57
j1209_7,200,RND,87,6.81
j12060_10,200,RND,96,9.77
j12025_8,200,RND,86,8.19
j12025_10,200,RND,93,8.8
j12040_4,200,RND,121,9.91
j12035_6,200,RND,90,8.56
j12014_3,200,RND,96,6.95
j12036_1,200,RND,224,15.82
j12017_4,200,RND,130,9.07
j12018_7,200,RND,125,7.54
j12039_2,200,RND,129,10.57
j12043_3,200,RND,100,10.58
j12042_2,200,RND,140,13.71
j12044_10,200,RND,106,10.64
j12038_3,200,RND,161,11.95
j12019_6,200,RND,104,7.32
j12016_5,200,RND,211,12.58
j12015_2,200,RND,85,7.19
j12034_7,200,RND,120,9.14
j12041_5,200,RND,141,12.02
j12024_9,200,RND,82,8.86
j12048_8,200,RND,119,11.41
j12022_7,200,RND,143,10.02
j1208_6,200,RND,101,7.81
j1207_5,200,RND,140,8.74
j12058_6,200,RND,154,13.43
j12032_9,200,RND,133,11.29
j12057_5,200,RND,189,15.5
j12054_2,200,RND,137,12.73
j1204_2,200,RND,108,7.53
j12059_3,200,RND,126,11.59
j12012_9,200,RND,117,8.35
j1209_3,200,RND,102,7.87
j12023_2,200,RND,117,9.8
j12020_5,200,RND,77,6.42
j12045_9,200,RND,115,10.83
j1205_7,200,RND,85,6.83
j12055_7,200,RND,111,10.37
j12018_3,200,RND,106,7.64
j12039_6,200,RND,108,9.53
j12053_9,200,RND,190,15.93
j12036_5,200,RND,254,17.31
j12046_10,200,RND,207,17.35
j1203_9,200,RND,87,7.11
j12029_8,200,RND,85,8.15
j12043_7,200,RND,122,12.77
j12035_2,200,RND,131,9.97
j12014_7,200,RND,104,7.4
j12015_6,200,RND,100,7.75
j12034_3,200,RND,107,8.64
j12041_1,200,RND,126,11.94
j12060_4,200,RND,111,10.27
j12027_10,200,RND,136,11.56
j1202_8,200,RND,92,7.14
j12042_6,200,RND,122,11.24
j12028_9,200,RND,109,10.15
j12016_1,200,RND,208,12.69
j12037_4,200,RND,173,12.3
j12052_8,200,RND,173,15.6
j12038_7,200,RND,118,9.59
j12019_2,200,RND,95,7.41
j12054_6,200,RND,122,10.8
j12044_8,200,RND,110,11.07
j12021_4,200,RND,145,11.73
j1204_6,200,RND,92,6.72
j1207_1,200,RND,110,8.11
j1208_2,200,RND,121,8.11
j12022_3,200,RND,101,9.23
j12057_1,200,RND,208,16.72
j12013_8,200,RND,116,8.4
j12058_2,200,RND,138,12.34
j1201_10,200,RND,118,9.12
j12056_1,200,RND,254,21.85
j12012_8,200,RND,124,8.44
j12059_2,200,RND,112,10.1
j1206_1,200,RND,151,10.57
j1209_2,200,RND,98,7.51
j12023_3,200,RND,100,8.4
j12045_8,200,RND,104,9.91
j12020_4,200,RND,94,7.25
j12023_10,200,RND,102,8.9
j1205_6,200,RND,90,6.72
j12055_6,200,RND,105,10.49
j12036_4,200,RND,259,17.53
j12017_1,200,RND,148,8.96
j12053_8,200,RND,149,12.91
j12018_2,200,RND,133,8.1
j12039_7,200,RND,118,9.32
j1205_10,200,RND,93,7.14
j1203_8,200,RND,85,7.19
j12043_6,200,RND,95,11.55
j12029_9,200,RND,100,8.69
j12040_1,200,RND,89,8.47
j12035_3,200,RND,86,8.52
j12014_6,200,RND,96,7.29
j12015_7,200,RND,76,6.82
j12034_2,200,RND,121,10.43
j12060_5,200,RND,112,9.55
j1202_9,200,RND,105,7.06
j12028_8,200,RND,110,9.72
j12042_7,200,RND,132,12.15
j12038_6,200,RND,134,10.7
j12019_3,200,RND,87,6.85
j12052_9,200,RND,163,14.16
j12037_5,200,RND,219,15.22
j12054_7,200,RND,119,11.52
j12021_5,200,RND,106,10.83
j12044_9,200,RND,92,9.74
j1204_7,200,RND,84,7.16
j1208_3,200,RND,104,8.04
j12022_2,200,RND,115,9.47
j12058_3,200,RND,128,10.68
j12013_9,200,RND,95,6.91
j12042_10,200,RND,126,11.56
j1205_2,200,RND,81,7.31
j12055_2,200,RND,86,10.15
j12040_10,200,RND,101,9.2
j12059_6,200,RND,130,11.63
j12033_9,200,RND,123,10.17
j12056_5,200,RND,331,25.68
j12049_8,200,RND,121,11.09
j12023_7,200,RND,105,9.07
j1209_6,200,RND,112,7.58
j1206_5,200,RND,137,9.61
j12040_5,200,RND,105,8.8
j12025_9,200,RND,95,8.64
j12038_10,200,RND,149,10.97
j12035_7,200,RND,105,9.88
j12014_2,200,RND,105,7.37
j12018_6,200,RND,145,7.95
j12039_3,200,RND,121,9.8
j12017_5,200,RND,142,8.95
j12043_2,200,RND,124,11.43
j12042_3,200,RND,112,11.15
j12059_10,200,RND,140,12.21
j1207_10,200,RND,130,8.6
j12016_4,200,RND,203,13.32
j12037_1,200,RND,161,11.08
j12038_2,200,RND,135,10.22
j12019_7,200,RND,101,7.65
j12015_3,200,RND,93,6.99
j12034_6,200,RND,118,10.11
j12024_8,200,RND,105,8.36
j12041_4,200,RND,118,11.74
j12060_1,200,RND,103,10.29
j12022_6,200,RND,109,9.28
j12048_9,200,RND,123,11.02
j1207_4,200,RND,119,7.73
j1208_7,200,RND,102,7.43
j12057_4,200,RND,209,16.26
j12032_8,200,RND,144,10.81
j12058_7,200,RND,158,13.47
j12054_3,200,RND,122,11.58
j1204_3,200,RND,95,6.75
j12021_1,200,RND,125,10.16
j12021_10,200,RND,109,10.14
j12014_9,200,RND,112,7.29
j12025_2,200,RND,110,9.39
j12043_9,200,RND,109,10.35
j12026_5,200,RND,163,13.31
j12029_6,200,RND,98,8.18
j12047_10,200,RND,142,13.87
j1203_7,200,RND,95,7.68
j12053_7,200,RND,127,11.84
j12039_8,200,RND,108,9.05
j12030_5,200,RND,89,8.35
j12055_9,200,RND,96,10.03
j1205_9,200,RND,107,7.37
j12045_7,200,RND,104,10.04
j12049_3,200,RND,107,10.31
j12033_2,200,RND,122,9.79
j12012_7,200,RND,126,8.36
j12013_6,200,RND,113,7.62
j12032_3,200,RND,159,12.12
j12048_2,200,RND,117,10.54
j12047_1,200,RND,153,14.4
j1204_8,200,RND,91,6.57
j12044_6,200,RND,109,10.6
j12054_8,200,RND,110,10.02
j12010_1,200,RND,115,8.24
j12031_4,200,RND,233,17.2
j12038_9,200,RND,160,11.69
j12052_6,200,RND,217,17.37
j12028_7,200,RND,121,10.36
j12027_4,200,RND,115,9.95
j12042_8,200,RND,122,11.16
j1202_6,200,RND,92,7.08
j1201_1,200,RND,115,7.93
j12024_3,200,RND,90,8.53
j12015_8,200,RND,130,9.96
j12026_10,200,RND,222,17.53
j12051_1,200,RND,239,20.49
j1203_3,200,RND,101,8.53
j12029_2,200,RND,93,8.45
j12026_1,200,RND,174,15.23
j12018_9,200,RND,96,7.15
j12053_3,200,RND,121,11.23
j12035_8,200,RND,110,9.37
j12024_10,200,RND,95,8.47
j12050_4,200,RND,107,10.29
j12025_6,200,RND,96,8.21
j1202_10,200,RND,100,8.06
j1209_9,200,RND,91,6.68
j12049_7,200,RND,107,9.84
j12046_4,200,RND,181,16.82
j12023_8,200,RND,104,9.71
j12059_9,200,RND,134,11.86
j12033_6,200,RND,137,10.69
j12012_3,200,RND,150,9.21
j12019_10,200,RND,91,6.74
j12030_1,200,RND,107,9.34
j12011_4,200,RND,209,13.1
j12045_3,200,RND,99,10.91
j12044_2,200,RND,109,10.82
j12010_5,200,RND,98,7.34
j12013_2,200,RND,94,6.82
j12032_7,200,RND,133,10.82
j12058_8,200,RND,144,13.02
j1208_8,200,RND,89,7.27
j12022_9,200,RND,111,10.11
j12047_5,200,RND,148,14.06
j12048_6,200,RND,108,10.21
j12024_7,200,RND,110,8.96
j1201_5,200,RND,122,7.56
j12051_5,200,RND,258,21.76
j12034_9,200,RND,104,8.89
j12052_2,200,RND,195,15.89
j12019_8,200,RND,109,7.49
j12045_10,200,RND,102,9.37
j1202_2,200,RND,81,6.76
j12028_3,200,RND,109,9.55
j1203_2,200,RND,90,6.57
j12029_3,200,RND,98,9.02
j12053_2,200,RND,132,12.18
j12018_8,200,RND,120,7.78
j12050_5,200,RND,106,10.28
j12035_9,200,RND,99,8.59
j12025_7,200,RND,94,8.44
j12039_10,200,RND,124,9.68
j12041_10,200,RND,142,13.55
j1209_8,200,RND,87,6.52
j12023_9,200,RND,118,9.45
j12046_5,200,RND,162,15.59
j12049_6,200,RND,132,11.78
j12033_7,200,RND,132,10.42
j12012_2,200,RND,122,8.25
j12059_8,200,RND,117,10.02
j12011_5,200,RND,233,14.36
j12045_2,200,RND,92,9.41
j12044_3,200,RND,108,10.29
j12020_10,200,RND,87,7.35
j12010_4,200,RND,99,6.85
j12031_1,200,RND,208,16.41
j12058_9,200,RND,138,12.32
j12013_3,200,RND,143,8.93
j12032_6,200,RND,140,10.82
j1208_9,200,RND,97,7.13
j12048_7,200,RND,124,10.41
j12047_4,200,RND,143,12.91
j12022_8,200,RND,112,9.79
j12024_6,200,RND,96,8.16
j1201_4,200,RND,110,7.95
j12034_8,200,RND,103,8.68
j12051_4,200,RND,239,21.32
j12019_9,200,RND,95,6.68
j12052_3,200,RND,144,13.31
j12058_10,200,RND,138,11.89
j1206_10,200,RND,191,12.55
j1202_3,200,RND,101,7.1
j12028_2,200,RND,121,9.72
j12027_1,200,RND,115,9.66
j12014_8,200,RND,116,7.33
j12050_1,200,RND,117,10.04
