projectName, alpha, makespan, duration;
j6020_3,0.25,70,1.67;
j6020_3,RND,70,1.67;
j6021_2,0.25,124,3.26;
j6021_2,RND,126,3.39;
j6044_10,0.25,66,2.14;
j6044_10,RND,66,5.34;
j6010_9,0.25,74,4.79;
j6010_9,RND,74,1.73;
j6047_9,0.25,78,1.93;
j6047_9,RND,77,1.96;
j6022_5,0.25,77,1.79;
j6022_5,RND,77,1.79;
j6041_7,0.25,144,2.78;
j6041_7,RND,145,2.36;
j603_5,0.25,84,1.01;
j603_5,RND,84,0.97;
j6034_5,0.25,81,1.31;
j6034_5,RND,81,2.09;
j6019_4,0.25,68,1.14;
j6019_4,RND,68,1.12;
j609_10,0.25,109,1.27;
j609_10,RND,100,1.26;
j6038_1,0.25,84,1.18;
j6038_1,RND,84,1.2;
j6037_2,0.25,101,1.53;
j6037_2,RND,107,1.64;
j6016_7,0.25,83,0.9;
j6016_7,RND,83,0.83;
j6039_1,0.25,82,1.22;
j6039_1,RND,82,1.26;
j6018_4,0.25,72,0.96;
j6018_4,RND,73,1.04;
j6017_7,0.25,95,1.15;
j6017_7,RND,95,1.17;
j6036_2,0.25,76,1.1;
j6036_2,RND,76,1.11;
j601_2,0.25,77,0.85;
j601_2,RND,77,0.88;
j602_5,0.25,54,1.03;
j602_5,RND,54,0.77;
j6035_5,0.25,82,1.25;
j6035_5,RND,79,1.08;
j6040_7,0.25,69,1.0;
j6040_7,RND,69,1.02;
j6040_10,0.25,74,0.99;
j6040_10,RND,74,0.96;
j6038_10,0.25,69,1.03;
j6038_10,RND,69,1.03;
j6046_9,0.25,73,1.07;
j6046_9,RND,72,1.07;
j6023_5,0.25,74,1.03;
j6023_5,RND,74,1.0;
j6011_9,0.25,64,0.88;
j6011_9,RND,63,0.88;
j6020_2,0.25,79,1.02;
j6020_2,RND,79,1.03;
j6021_3,0.25,103,1.42;
j6021_3,RND,92,1.39;
j6010_8,0.25,70,0.88;
j6010_8,RND,70,1.05;
j6022_4,0.25,76,1.09;
j6022_4,RND,76,1.08;
j6047_8,0.25,77,1.07;
j6047_8,RND,75,1.08;
j6041_6,0.25,146,1.94;
j6041_6,RND,143,1.95;
j603_4,0.25,84,0.98;
j603_4,RND,84,0.96;
j6034_4,0.25,84,1.14;
j6034_4,RND,84,1.16;
j6015_1,0.25,86,0.91;
j6015_1,RND,86,0.89;
j6037_3,0.25,164,2.21;
j6037_3,RND,144,2.97;
j6016_6,0.25,67,0.83;
j6016_6,RND,67,0.82;
j6019_5,0.25,74,0.91;
j6019_5,RND,74,0.95;
j6021_10,0.25,75,1.19;
j6021_10,RND,76,1.24;
j6042_1,0.25,92,1.17;
j6042_1,RND,88,1.14;
j6014_4,0.25,72,0.8;
j6014_4,RND,70,0.81;
j6035_1,0.25,79,1.0;
j6035_1,RND,79,1.12;
j602_1,0.25,72,0.86;
j602_1,RND,72,0.86;
j6040_3,0.25,71,1.07;
j6040_3,RND,71,1.07;
j6043_4,0.25,77,1.07;
j6043_4,RND,77,1.09;
j6026_8,0.25,93,1.2;
j6026_8,0.25,93,1.19;
j601_6,0.25,64,0.9;
j601_6,RND,63,0.85;
j6023_10,0.25,69,0.93;
j6023_10,RND,69,0.88;
j6017_3,0.25,93,1.32;
j6017_3,RND,89,1.26;
j6036_6,0.25,77,1.13;
j6036_6,RND,77,1.12;
j6039_5,0.25,76,1.06;
j6039_5,RND,75,1.03;
j6030_8,0.25,68,0.91;
j6030_8,RND,68,0.92;
j607_8,0.25,67,0.81;
j607_8,RND,67,0.81;
j6020_6,0.25,98,1.29;
j6020_6,RND,98,1.27;
j6023_1,0.25,76,0.91;
j6023_1,RND,76,0.93;
j6021_7,0.25,104,1.66;
j6021_7,RND,104,1.68;
j6031_9,0.25,87,1.05;
j6031_9,RND,87,1.05;
j606_9,0.25,65,0.87;
j606_9,RND,65,0.87;
j6019_1,0.25,65,0.9;
j6019_1,RND,65,0.89;
j6038_4,0.25,60,1.05;
j6038_4,RND,61,1.05;
j6037_7,0.25,127,1.8;
j6037_7,RND,121,1.78;
j6016_2,0.25,65,0.71;
j6016_2,RND,65,0.71;
j6027_9,0.25,78,1.0;
j6027_9,RND,77,0.99;
j6042_5,0.25,76,1.16;
j6042_5,RND,76,1.15;
j6041_2,0.25,126,1.57;
j6041_2,0.25,124,1.59;
j6042_10,0.25,89,1.37;
j6042_10,RND,93,1.38;
j6015_5,0.25,74,0.9;
j6015_5,RND,72,0.8;
j6045_1,0.25,104,1.54;
j6045_1,RND,97,1.53;
j6011_6,0.25,71,1.15;
j6011_6,RND,71,0.79;
j6030_3,0.25,91,1.13;
j6030_3,RND,91,1.21;
j607_3,0.25,63,2.39;
j607_3,RND,63,2.59;
j604_4,0.25,66,1.77;
j604_4,RND,66,4.85;
j6012_1,0.25,60,2.23;
j6012_1,RND,60,1.7;
j6033_4,0.25,98,4.48;
j6033_4,RND,98,2.35;
j6046_6,0.25,108,5.57;
j6046_6,RND,98,2.02;
j6024_10,0.25,67,1.19;
j6024_10,RND,67,1.12;
j6040_8,0.25,81,1.52;
j6040_8,RND,81,1.39;
j6025_4,0.25,120,2.09;
j6025_4,RND,111,1.85;
j6019_10,0.25,81,1.28;
j6019_10,RND,81,1.19;
j6017_8,0.25,92,1.47;
j6017_8,RND,92,1.38;
j6026_3,0.25,82,1.34;
j6026_3,RND,74,1.46;
j6027_2,0.25,78,1.23;
j6027_2,RND,77,1.36;
j6028_1,0.25,93,1.19;
j6028_1,RND,93,1.14;
j608_10,0.25,98,1.14;
j608_10,RND,98,1.2;
j6016_9,0.25,55,0.93;
j6016_9,RND,55,0.92;
j6024_5,0.25,77,1.17;
j6024_5,RND,77,1.18;
j6041_9,0.25,153,2.5;
j6041_9,RND,156,2.61;
j6047_7,0.25,75,1.12;
j6047_7,RND,71,1.18;
j6048_4,0.25,63,1.11;
j6048_4,RND,63,1.07;
j605_5,0.25,114,1.46;
j605_5,RND,109,1.39;
j6032_5,0.25,78,1.16;
j6032_5,RND,78,1.13;
j6031_2,0.25,75,1.09;
j6031_2,RND,75,1.1;
j6010_7,0.25,80,1.07;
j6010_7,RND,75,1.13;
j6045_10,0.25,122,2.24;
j6045_10,RND,118,2.31;
j609_1,0.25,90,1.47;
j609_1,RND,86,1.42;
j606_2,0.25,71,0.91;
j606_2,RND,70,0.99;
j6012_5,0.25,64,0.96;
j6012_5,RND,64,0.96;
j6046_2,0.25,82,1.38;
j6046_2,RND,85,1.3;
j6045_5,0.25,102,1.85;
j6045_5,RND,109,1.99;
j6020_9,0.25,75,1.02;
j6020_9,RND,75,1.0;
j608_4,0.25,65,0.9;
j608_4,RND,65,0.92;
j607_7,0.25,90,1.2;
j607_7,RND,90,1.22;
j6011_2,0.25,64,0.94;
j6011_2,RND,62,0.89;
j6030_7,0.25,88,1.32;
j6030_7,RND,88,1.46;
j6047_10,0.25,71,1.42;
j6047_10,RND,71,1.25;
j6036_9,0.25,87,1.34;
j6036_9,RND,87,1.31;
j601_9,0.25,91,1.21;
j601_9,RND,91,1.2;
j6026_7,0.25,78,1.2;
j6026_7,RND,76,1.14;
j6029_4,0.25,150,2.11;
j6029_4,RND,152,2.23;
j6024_1,0.25,66,1.0;
j6024_1,RND,66,1.0;
j6028_5,0.25,72,1.08;
j6028_5,RND,72,1.07;
j6027_6,0.25,65,3.28;
j6027_6,RND,65,1.18;
j6037_8,0.25,100,4.39;
j6037_8,RND,99,3.97;
j606_6,0.25,59,0.97;
j606_6,RND,58,0.96;
j609_5,0.25,89,1.29;
j609_5,RND,89,1.26;
j6031_6,0.25,73,1.07;
j6031_6,RND,73,0.94;
j6010_3,0.25,78,0.86;
j6010_3,RND,78,0.95;
j6021_8,0.25,112,1.54;
j6021_8,RND,112,1.52;
j6044_4,0.25,78,1.19;
j6044_4,RND,78,1.19;
j6026_10,0.25,94,1.21;
j6026_10,RND,98,1.24;
j6047_3,0.25,75,1.46;
j6047_3,RND,76,1.5;
j6032_1,0.25,70,0.92;
j6032_1,RND,70,0.87;
j6013_4,0.25,109,1.19;
j6013_4,RND,110,1.18;
j605_1,0.25,102,1.1;
j605_1,RND,105,1.09;
j6012_4,0.25,70,0.85;
j6012_4,RND,70,0.86;
j6033_1,0.25,115,1.53;
j6033_1,RND,115,1.51;
j604_1,0.25,85,1.23;
j604_1,RND,85,1.11;
j6046_3,0.25,88,1.43;
j6046_3,RND,87,1.48;
j6020_8,0.25,66,0.96;
j6020_8,RND,66,0.99;
j6045_4,0.25,113,6.33;
j6045_4,RND,113,8.21;
j607_6,0.25,67,2.12;
j607_6,RND,67,1.54;
j608_5,0.25,84,4.22;
j608_5,RND,84,3.86;
j6011_3,0.25,77,2.2;
j6011_3,RND,77,1.52;
j6030_6,0.25,76,1.78;
j6030_6,RND,75,1.65;
j6036_8,0.25,70,1.54;
j6036_8,RND,70,3.25;
j601_8,0.25,82,6.16;
j601_8,RND,79,1.41;
j6022_10,0.25,75,2.42;
j6022_10,RND,78,5.61;
j6029_5,0.25,126,2.25;
j6029_5,RND,123,4.39;
j6026_6,0.25,82,3.46;
j6026_6,RND,82,2.36;
j6025_1,0.25,124,7.88;
j6025_1,RND,123,7.8;
j6043_10,0.25,81,2.05;
j6043_10,RND,80,1.69;
j6027_7,0.25,84,3.33;
j6027_7,RND,84,2.95;
j6028_4,0.25,85,4.64;
j6028_4,RND,85,5.63;
j6037_9,0.25,99,4.68;
j6037_9,RND,96,6.79;
j609_4,0.25,97,4.09;
j609_4,RND,96,2.55;
j606_7,0.25,67,1.0;
j606_7,RND,67,1.07;
j6031_7,0.25,82,2.77;
j6031_7,RND,78,1.21;
j6010_2,0.25,68,0.86;
j6010_2,RND,68,0.86;
j6044_5,0.25,75,0.99;
j6044_5,RND,75,0.95;
j6021_9,0.25,94,1.4;
j6021_9,RND,99,1.41;
j6047_2,0.25,67,0.96;
j6047_2,RND,69,0.97;
j6048_1,0.25,72,1.04;
j6048_1,RND,72,1.0;
j6013_5,0.25,104,1.26;
j6013_5,RND,108,1.26;
j6011_7,0.25,71,0.83;
j6011_7,RND,71,0.8;
j6030_2,0.25,75,0.94;
j6030_2,RND,72,0.94;
j608_1,0.25,65,0.74;
j608_1,RND,65,0.74;
j607_2,0.25,86,1.01;
j607_2,RND,88,1.04;
j604_5,0.25,76,0.85;
j604_5,RND,76,0.89;
j6039_10,0.25,76,1.12;
j6039_10,RND,75,1.12;
j6033_5,0.25,128,1.67;
j6033_5,RND,128,1.48;
j6046_7,0.25,81,1.29;
j6046_7,RND,82,1.23;
j6025_5,0.25,97,1.54;
j6025_5,RND,110,3.03;
j6040_9,0.25,91,1.65;
j6040_9,RND,91,1.63;
j6041_10,0.25,109,2.31;
j6041_10,RND,117,2.46;
j6017_9,0.25,77,1.53;
j6017_9,RND,76,1.73;
j6026_2,0.25,74,1.37;
j6026_2,RND,74,1.33;
j6029_1,0.25,113,1.82;
j6029_1,RND,110,1.8;
j6027_3,0.25,77,1.41;
j6027_3,RND,80,1.57;
j6020_10,0.25,71,1.12;
j6020_10,RND,71,1.19;
j6016_8,0.25,69,1.12;
j6016_8,RND,69,1.05;
j6041_8,0.25,159,2.74;
j6041_8,RND,161,2.56;
j6024_4,0.25,79,1.25;
j6024_4,0.25,79,1.28;
j6048_5,0.25,102,1.92;
j6048_5,RND,102,1.85;
j6047_6,0.25,80,1.45;
j6047_6,RND,79,1.48;
j605_4,0.25,74,1.22;
j605_4,RND,73,1.17;
j6032_4,0.25,57,1.1;
j6032_4,RND,57,1.15;
j6013_1,0.25,123,2.09;
j6013_1,RND,123,2.48;
j6031_3,0.25,67,1.35;
j6031_3,0.25,67,1.66;
j6010_6,0.25,75,1.13;
j6010_6,RND,75,1.12;
j606_3,0.25,76,1.1;
j606_3,RND,75,1.11;
j6044_1,0.25,85,1.82;
j6044_1,RND,85,1.73;
j604_2,0.25,61,0.99;
j604_2,RND,61,1.0;
j6012_7,0.25,72,1.1;
j6012_7,RND,72,1.11;
j6033_2,0.25,108,1.93;
j6033_2,RND,108,2.0;
j6030_5,0.25,78,1.21;
j6030_5,RND,79,1.33;
j607_5,0.25,72,1.07;
j607_5,RND,72,1.03;
j608_6,0.25,57,0.8;
j608_6,RND,57,0.97;
j6011_10,0.25,61,1.05;
j6011_10,RND,61,1.11;
j6045_7,0.25,124,2.26;
j6045_7,RND,120,2.21;
j6029_6,0.25,193,2.65;
j6029_6,RND,174,2.63;
j6026_5,0.25,70,1.26;
j6026_5,RND,63,1.4;
j6043_9,0.25,77,1.44;
j6043_9,RND,77,1.42;
j6039_8,0.25,78,1.62;
j6039_8,RND,78,1.58;
j6014_9,0.25,64,0.98;
j6014_9,RND,64,0.96;
j6025_2,0.25,115,1.84;
j6025_2,RND,115,1.79;
j6024_3,0.25,68,1.12;
j6024_3,RND,68,1.56;
j6015_8,0.25,80,1.09;
j6015_8,RND,80,1.08;
j6038_9,0.25,68,1.33;
j6038_9,RND,70,1.42;
j6042_8,0.25,88,1.69;
j6042_8,RND,89,1.63;
j6027_4,0.25,61,1.23;
j6027_4,RND,61,1.06;
j6028_7,0.25,76,1.26;
j6028_7,RND,76,1.25;
j6044_6,0.25,82,1.72;
j6044_6,RND,82,1.56;
j6031_4,0.25,70,1.28;
j6031_4,RND,69,1.14;
j6010_1,0.25,97,1.39;
j6010_1,RND,97,1.37;
j609_7,0.25,115,1.51;
j609_7,RND,115,1.58;
j606_4,0.25,74,1.14;
j606_4,RND,72,1.02;
j605_3,0.25,81,1.37;
j605_3,RND,74,1.36;
j6035_10,0.25,72,1.36;
j6035_10,RND,72,1.33;
j6032_3,0.25,86,1.27;
j6032_3,RND,86,1.27;
j6013_6,0.25,95,1.54;
j6013_6,RND,100,1.54;
j6047_1,0.25,76,1.38;
j6047_1,RND,76,1.5;
j6048_2,0.25,88,1.57;
j6048_2,RND,88,1.63;
j608_2,0.25,62,0.95;
j608_2,RND,62,1.05;
j607_1,0.25,78,1.12;
j607_1,RND,78,1.14;
j6011_4,0.25,70,1.01;
j6011_4,RND,70,1.09;
j6030_1,0.25,78,1.36;
j6030_1,RND,78,1.52;
j6045_3,0.25,154,3.58;
j6045_3,RND,157,2.93;
j602_10,0.25,69,0.97;
j602_10,RND,69,1.02;
j6023_8,0.25,73,1.16;
j6023_8,RND,73,1.2;
j6046_4,0.25,73,1.34;
j6046_4,RND,75,1.46;
j6037_10,0.25,112,2.05;
j6037_10,RND,107,2.48;
j6012_3,0.25,76,1.11;
j6012_3,RND,76,1.22;
j6033_6,0.25,74,1.52;
j6033_6,RND,74,2.01;
j604_6,0.25,72,1.15;
j604_6,RND,72,1.18;
j602_8,0.25,68,1.01;
j602_8,RND,67,1.07;
j6035_8,0.25,83,1.6;
j6035_8,RND,83,1.44;
j6025_6,0.25,124,2.03;
j6025_6,RND,114,1.98;
j6026_1,0.25,84,1.45;
j6026_1,RND,81,1.47;
j6029_2,0.25,145,2.36;
j6029_2,RND,145,2.04;
j6018_9,0.25,70,1.29;
j6018_9,RND,70,1.24;
j6019_8,0.25,86,1.59;
j6019_8,RND,86,1.38;
j6028_3,0.25,73,1.17;
j6028_3,RND,73,1.26;
j6024_7,0.25,69,1.06;
j6024_7,RND,69,1.08;
j603_9,0.25,64,1.16;
j603_9,RND,64,1.27;
j6034_9,0.25,84,1.44;
j6034_9,RND,84,1.39;
j6032_7,0.25,77,1.41;
j6032_7,RND,77,1.24;
j6013_2,0.25,118,1.62;
j6013_2,RND,122,1.64;
j605_7,0.25,81,1.23;
j605_7,RND,77,1.23;
j6048_6,0.25,67,1.23;
j6048_6,RND,67,1.27;
j6047_5,0.25,100,1.81;
j6047_5,RND,96,1.68;
j6022_9,0.25,69,1.2;
j6022_9,RND,67,1.29;
j6044_2,0.25,69,1.32;
j6044_2,RND,69,1.32;
j6013_10,0.25,124,1.73;
j6013_10,RND,122,1.95;
j609_3,0.25,112,1.63;
j609_3,RND,112,1.66;
j6010_5,0.25,85,1.24;
j6010_5,RND,85,1.16;
j608_3,0.25,80,0.93;
j608_3,RND,80,0.94;
j6011_5,0.25,69,1.16;
j6011_5,RND,69,1.01;
j6045_2,0.25,147,2.73;
j6045_2,RND,153,2.78;
j6046_5,0.25,99,1.67;
j6046_5,RND,100,1.68;
j6023_9,0.25,65,1.35;
j6023_9,RND,65,1.12;
j6012_2,0.25,59,1.0;
j6012_2,RND,59,1.02;
j6033_7,0.25,84,1.61;
j6033_7,RND,85,1.59;
j604_7,0.25,68,1.04;
j604_7,RND,68,1.05;
j602_9,0.25,67,1.29;
j602_9,RND,67,1.12;
j6035_9,0.25,79,1.47;
j6035_9,RND,74,1.46;
j6025_7,0.25,94,1.68;
j6025_7,RND,96,1.66;
j6017_10,0.25,74,1.49;
j6017_10,RND,74,1.37;
j6029_3,0.25,140,10.81;
j6029_3,RND,130,3.66;
j6018_8,0.25,79,2.94;
j6018_8,RND,79,4.55;
j6033_10,0.25,83,12.92;
j6033_10,RND,83,8.14;
j6019_9,0.25,70,5.69;
j6019_9,RND,68,4.55;
j606_10,0.25,76,2.34;
j606_10,RND,76,2.3;
j6027_1,0.25,109,1.91;
j6027_1,RND,108,1.75;
j6028_2,0.25,65,1.38;
j6028_2,RND,65,1.28;
j6024_6,0.25,76,1.19;
j6024_6,RND,76,1.04;
j603_8,0.25,53,0.72;
j603_8,RND,53,0.74;
j6034_8,0.25,69,1.54;
j6034_8,RND,63,2.93;
j6032_6,0.25,94,2.09;
j6032_6,RND,94,1.61;
j6013_3,0.25,93,1.36;
j6013_3,RND,92,1.31;
j605_6,0.25,80,1.32;
j605_6,RND,80,1.32;
j6022_8,0.25,60,1.67;
j6022_8,RND,60,1.11;
j6047_4,0.25,77,1.17;
j6047_4,RND,77,1.11;
j6048_7,0.25,78,1.11;
j6048_7,RND,78,1.83;
j6044_3,0.25,88,5.24;
j6044_3,RND,88,6.03;
j609_2,0.25,100,8.69;
j609_2,RND,102,12.83;
j606_1,0.25,65,8.55;
j606_1,RND,65,3.71;
j6031_1,0.25,71,2.6;
j6031_1,RND,70,2.09;
j6010_4,0.25,83,2.36;
j6010_4,RND,82,2.64;
j6046_1,0.25,87,4.45;
j6046_1,RND,87,6.98;
j604_3,0.25,59,5.32;
j604_3,RND,59,6.83;
j6012_6,0.25,55,3.85;
j6012_6,RND,55,4.88;
j6033_3,0.25,84,13.79;
j6033_3,RND,80,12.84;
j6011_1,0.25,72,10.83;
j6011_1,RND,72,8.43;
j6030_4,0.25,81,4.76;
j6030_4,RND,81,10.66;
j608_7,0.25,63,11.43;
j608_7,RND,63,4.63;
j607_4,0.25,66,2.47;
j607_4,RND,64,2.17;
j6045_6,0.25,170,4.36;
j6045_6,RND,171,2.85;
j6043_8,0.25,73,4.07;
j6043_8,RND,71,1.98;
j6026_4,0.25,71,3.67;
j6026_4,RND,70,1.91;
j6029_7,0.25,130,3.41;
j6029_7,RND,130,2.72;
j604_10,0.25,78,2.18;
j604_10,RND,78,2.16;
j6031_10,0.25,62,1.63;
j6031_10,RND,60,1.34;
j6039_9,0.25,75,2.12;
j6039_9,RND,75,1.47;
j6014_8,0.25,92,1.25;
j6014_8,RND,92,1.25;
j6025_3,0.25,138,2.6;
j6025_3,RND,129,2.27;
j6015_10,0.25,65,1.19;
j6015_10,RND,65,1.22;
j6024_2,0.25,56,1.17;
j6024_2,RND,56,1.16;
j6015_9,0.25,75,1.17;
j6015_9,RND,75,1.2;
j6038_8,0.25,74,1.56;
j6038_8,RND,72,1.64;
j6028_6,0.25,90,1.51;
j6028_6,0.25,90,2.01;
j6027_5,0.25,79,1.39;
j6027_5,RND,79,1.53;
j6042_9,0.25,81,2.13;
j6042_9,RND,81,1.67;
j6044_7,0.25,77,1.5;
j6044_7,RND,77,1.9;
j6031_5,0.25,73,5.05;
j6031_5,RND,74,3.19;
j606_5,0.25,79,1.23;
j606_5,RND,79,1.33;
j609_6,0.25,124,1.86;
j609_6,RND,113,1.84;
j605_2,0.25,106,1.69;
j605_2,RND,100,1.54;
j6032_2,0.25,115,1.42;
j6032_2,RND,115,1.41;
j6013_7,0.25,96,1.2;
j6013_7,RND,96,1.18;
j6028_10,0.25,75,1.07;
j6028_10,RND,75,1.06;
j6048_3,0.25,85,1.21;
j6048_3,RND,85,1.26;
j601_1,0.25,81,0.99;
j601_1,RND,81,1.09;
j6039_2,0.25,87,1.22;
j6039_2,RND,87,1.23;
j6018_7,0.25,95,1.3;
j6018_7,RND,95,1.98;
j6017_4,0.25,74,2.54;
j6017_4,RND,73,1.77;
j6036_1,0.25,62,1.29;
j6036_1,RND,62,2.03;
j6043_3,0.25,76,1.22;
j6043_3,RND,75,1.38;
j6040_4,0.25,88,1.6;
j6040_4,RND,88,1.61;
j6025_8,0.25,111,2.51;
j6025_8,RND,101,3.58;
j6014_3,0.25,65,3.85;
j6014_3,RND,67,2.87;
j6035_6,0.25,80,3.99;
j6035_6,RND,80,3.47;
j602_6,0.25,67,3.26;
j602_6,RND,67,4.18;
j603_10,0.25,71,2.2;
j603_10,RND,69,1.67;
j604_8,0.25,66,1.81;
j604_8,RND,66,2.2;
j6033_8,0.25,80,3.08;
j6033_8,RND,82,1.71;
j6036_10,0.25,78,1.8;
j6036_10,RND,78,1.77;
j6023_6,0.25,84,1.89;
j6023_6,RND,84,1.71;
j6020_1,0.25,61,1.27;
j6020_1,RND,61,1.2;
j6012_10,0.25,80,1.19;
j6012_10,RND,80,1.26;
j6022_7,0.25,71,3.1;
j6022_7,RND,70,2.5;
j6048_8,0.25,89,2.79;
j6048_8,RND,89,2.3;
j605_9,0.25,101,1.55;
j605_9,RND,104,1.49;
j6032_9,0.25,75,1.53;
j6032_9,RND,75,1.17;
j6034_7,0.25,91,1.66;
j6034_7,RND,91,2.61;
j6015_2,0.25,90,2.49;
j6015_2,RND,90,1.65;
j603_7,0.25,60,1.32;
j603_7,RND,60,1.65;
j6024_9,0.25,81,1.7;
j6024_9,RND,81,2.44;
j6041_5,0.25,124,8.67;
j6041_5,RND,126,9.18;
j6042_2,0.25,69,3.31;
j6042_2,RND,69,2.24;
j6016_5,0.25,67,1.43;
j6016_5,RND,67,1.25;
j6019_6,0.25,70,0.89;
j6019_6,RND,70,0.92;
j6038_3,0.25,91,2.2;
j6038_3,RND,80,2.13;
j602_2,0.25,86,1.71;
j602_2,0.25,86,1.43;
j6014_7,0.25,78,1.17;
j6014_7,RND,76,0.99;
j6035_2,0.25,79,1.24;
j6035_2,RND,79,1.31;
j6036_5,0.25,58,1.56;
j6036_5,RND,58,1.59;
j6039_6,0.25,91,2.28;
j6039_6,RND,94,1.8;
j6018_3,0.25,78,1.37;
j6018_3,RND,78,1.55;
j601_5,0.25,76,2.17;
j601_5,RND,78,1.97;
j6043_7,0.25,94,4.39;
j6043_7,RND,90,2.88;
j6029_8,0.25,108,2.91;
j6029_8,RND,110,2.05;
j6045_9,0.25,140,2.78;
j6045_9,RND,130,2.32;
j6020_5,0.25,72,1.76;
j6020_5,RND,72,1.36;
j6010_10,0.25,74,1.23;
j6010_10,RND,74,1.21;
j608_8,0.25,67,1.97;
j608_8,RND,67,1.29;
j6012_9,0.25,60,0.8;
j6012_9,RND,60,0.77;
j6023_2,0.25,70,0.97;
j6023_2,RND,70,0.95;
j6034_10,0.25,105,1.51;
j6034_10,RND,106,1.46;
j6022_3,0.25,76,1.03;
j6022_3,RND,74,1.02;
j6013_8,0.25,135,1.52;
j6013_8,RND,125,1.42;
j601_10,0.25,84,1.0;
j601_10,RND,78,0.99;
j609_9,0.25,111,1.51;
j609_9,RND,111,1.5;
j6021_4,0.25,100,1.28;
j6021_4,RND,110,1.27;
j6044_8,0.25,84,1.29;
j6044_8,RND,84,1.33;
j6028_9,0.25,75,1.4;
j6028_9,RND,75,1.23;
j6042_6,0.25,88,1.41;
j6042_6,RND,89,1.59;
j6019_2,0.25,84,1.2;
j6019_2,RND,84,1.13;
j6038_7,0.25,84,1.3;
j6038_7,RND,79,1.61;
j6037_4,0.25,111,2.7;
j6037_4,RND,109,2.16;
j6016_1,0.25,65,0.88;
j6016_1,RND,65,0.94;
j603_3,0.25,107,1.2;
j603_3,RND,107,1.49;
j6034_3,0.25,68,1.61;
j6034_3,RND,68,1.25;
j6015_6,0.25,77,1.02;
j6015_6,RND,77,1.0;
j6041_1,0.25,133,2.19;
j6041_1,RND,135,2.32;
j6040_1,0.25,87,2.35;
j6040_1,RND,87,2.14;
j602_3,0.25,78,1.18;
j602_3,RND,79,2.0;
j6014_6,0.25,74,1.63;
j6014_6,RND,70,2.0;
j6035_3,0.25,92,1.33;
j6035_3,0.25,92,1.35;
j6039_7,0.25,72,1.18;
j6039_7,RND,70,1.22;
j6018_2,0.25,75,1.07;
j6018_2,RND,75,1.12;
j6017_1,0.25,84,1.31;
j6017_1,RND,84,1.36;
j6036_4,0.25,86,1.16;
j6036_4,RND,86,1.21;
j605_10,0.25,85,1.13;
j605_10,RND,85,1.11;
j601_4,0.25,91,1.13;
j601_4,RND,90,1.13;
j6030_10,0.25,98,1.33;
j6030_10,RND,98,1.34;
j6029_9,0.25,128,1.79;
