projectName, alpha, makespan, duration;
j9023_9,100,RND,127,3.0
j9023_9,200,RND,127,6.0
j9012_2,100,RND,72,1.92
j9012_2,200,RND,72,3.77
j9033_7,100,RND,107,2.99
j9033_7,200,RND,103,5.89
j908_7,100,RND,78,1.76
j908_7,200,RND,78,3.56
j907_4,100,RND,87,1.93
j907_4,200,RND,87,3.96
j904_3,100,RND,68,1.71
j904_3,200,RND,68,3.41
j9011_5,100,RND,82,1.99
j9011_5,200,RND,82,3.94
j9045_2,100,RND,154,3.99
j9045_2,200,RND,155,8.02
j9034_10,100,RND,102,2.54
j9034_10,200,RND,102,5.22
j9029_3,100,RND,162,3.52
j9029_3,200,RND,148,7.01
j9018_8,100,RND,93,2.38
j9018_8,200,RND,93,4.74
j9035_9,100,RND,77,2.53
j9035_9,200,RND,77,5.1
j9025_7,100,RND,142,3.48
j9025_7,200,RND,145,6.91
j9024_7,100,RND,88,2.3
j9024_7,200,RND,88,4.55
j9048_10,100,RND,94,2.57
j9048_10,200,RND,94,5.12
j9034_9,100,RND,110,3.07
j9034_9,200,RND,111,7.49
j9019_8,100,RND,92,2.54
j9019_8,200,RND,92,5.18
j9028_3,100,RND,87,2.61
j9028_3,200,RND,87,6.28
j9044_2,100,RND,93,4.09
j9044_2,200,RND,93,4.82
j905_3,100,RND,92,2.23
j905_3,200,RND,90,4.43
j9010_5,100,RND,79,2.03
j9010_5,200,RND,79,4.07
j9032_7,100,RND,88,2.17
j9032_7,200,RND,88,4.34
j9013_2,100,RND,136,2.92
j9013_2,200,RND,133,5.34
j909_7,100,RND,112,2.42
j909_7,200,RND,113,4.85
j906_4,100,RND,85,2.13
j906_4,200,RND,84,4.23
j9047_5,100,RND,94,2.45
j9047_5,200,RND,94,4.94
j9022_9,100,RND,111,2.53
j9022_9,200,RND,110,5.04
j9030_10,100,RND,95,2.2
j9030_10,200,RND,95,4.39
j9048_6,100,RND,115,2.76
j9048_6,200,RND,115,5.52
j902_10,100,RND,81,1.92
j902_10,200,RND,81,3.79
j9023_8,100,RND,93,2.39
j9023_8,200,RND,93,4.78
j9046_4,100,RND,104,2.74
j9046_4,200,RND,104,5.45
j9012_3,100,RND,94,1.93
j9012_3,200,RND,94,3.9
j9033_6,100,RND,94,3.07
j9033_6,200,RND,89,5.91
j907_5,100,RND,80,1.99
j907_5,200,RND,80,4.02
j908_6,100,RND,71,1.84
j908_6,200,RND,71,3.64
j904_2,100,RND,90,1.89
j904_2,200,RND,90,3.83
j9014_10,100,RND,86,1.96
j9014_10,200,RND,89,3.96
j9011_4,100,RND,65,1.65
j9011_4,200,RND,66,3.34
j9030_1,100,RND,112,2.9
j9030_1,200,RND,111,5.78
j9045_3,100,RND,176,4.47
j9045_3,200,RND,172,8.98
j9029_2,100,RND,133,3.35
j9029_2,200,RND,131,6.7
j9026_1,100,RND,93,2.43
j9026_1,200,RND,91,4.82
j9018_9,100,RND,80,2.26
j9018_9,200,RND,80,4.6
j9029_10,100,RND,131,3.1
j9029_10,200,RND,131,6.23
j9035_8,100,RND,86,2.55
j9035_8,200,RND,86,5.14
j9025_6,100,RND,130,3.17
j9025_6,200,RND,128,6.25
j903_9,100,RND,62,1.81
j903_9,200,RND,62,3.64
j9038_9,100,RND,96,2.88
j9038_9,200,RND,98,5.75
j9028_7,100,RND,98,2.3
j9028_7,200,RND,98,4.6
j9042_8,100,RND,106,2.94
j9042_8,200,RND,106,5.85
j9027_4,100,RND,80,2.09
j9027_4,200,RND,80,4.18
j9024_3,100,RND,70,2.15
j9024_3,200,RND,70,4.28
j9015_8,100,RND,83,1.9
j9015_8,200,RND,83,3.81
j909_3,100,RND,111,2.41
j909_3,200,RND,111,4.76
j9032_3,100,RND,90,2.39
j9032_3,200,RND,90,4.78
j9013_6,100,RND,130,2.62
j9013_6,200,RND,130,5.21
j9048_2,100,RND,90,2.57
j9048_2,200,RND,90,5.18
j9047_1,100,RND,83,2.47
j9047_1,200,RND,83,4.99
j9044_6,100,RND,97,2.58
j9044_6,200,RND,97,5.63
j9031_4,100,RND,84,2.49
j9031_4,200,RND,83,4.88
j9010_1,100,RND,81,1.97
j9010_1,200,RND,81,3.95
j905_7,100,RND,123,2.48
j905_7,200,RND,120,5.01
j9016_10,100,RND,72,1.58
j9016_10,200,RND,72,3.13
j9030_5,100,RND,94,2.46
j9030_5,200,RND,89,4.93
j904_6,100,RND,79,1.87
j904_6,200,RND,79,3.69
j9045_7,100,RND,152,3.98
j9045_7,200,RND,148,8.01
j9032_10,100,RND,92,2.22
j9032_10,200,RND,92,4.45
j908_2,100,RND,79,1.82
j908_2,200,RND,79,3.6
j907_1,100,RND,89,1.77
j907_1,200,RND,89,3.51
j9012_7,100,RND,78,1.98
j9012_7,200,RND,78,3.95
j9033_2,100,RND,121,3.52
j9033_2,200,RND,119,7.01
j9014_9,100,RND,113,2.12
j9014_9,200,RND,113,4.27
j9025_2,100,RND,141,3.1
j9025_2,200,RND,141,6.21
j9026_5,100,RND,92,2.27
j9026_5,200,RND,89,4.53
j9043_9,100,RND,89,2.8
j9043_9,200,RND,89,5.54
j9029_6,100,RND,128,3.23
j9029_6,200,RND,127,6.45
j902_8,100,RND,83,1.93
j902_8,200,RND,83,3.84
j9039_8,100,RND,82,2.64
j9039_8,200,RND,85,5.34
j9022_6,100,RND,73,2.21
j9022_6,200,RND,74,4.38
j9048_9,100,RND,90,2.38
j9048_9,200,RND,90,4.75
j909_8,100,RND,127,2.59
j909_8,200,RND,122,5.16
j9032_8,100,RND,80,2.23
j9032_8,200,RND,80,4.5
j9021_1,100,RND,117,3.01
j9021_1,200,RND,117,5.98
j9042_3,100,RND,102,3.04
j9042_3,200,RND,102,6.09
j907_10,100,RND,100,2.08
j907_10,200,RND,99,4.06
j903_2,100,RND,85,2.07
j903_2,200,RND,85,4.15
j9037_1,100,RND,120,3.18
j9037_1,200,RND,119,6.25
j9016_4,100,RND,70,1.71
j9016_4,200,RND,70,3.41
j9019_7,100,RND,68,2.24
j9019_7,200,RND,67,4.43
j9038_2,100,RND,80,2.36
j9038_2,200,RND,79,4.75
j9034_6,100,RND,90,2.56
j9034_6,200,RND,90,5.04
j9015_3,100,RND,83,1.75
j9015_3,200,RND,83,3.52
j9011_10,100,RND,82,1.74
j9011_10,200,RND,82,3.53
j9041_4,100,RND,166,4.53
j9041_4,200,RND,163,9.07
j9024_8,100,RND,89,2.48
j9024_8,200,RND,89,4.92
j9025_9,100,RND,110,2.94
j9025_9,200,RND,115,5.89
j9040_5,100,RND,93,2.62
j9040_5,200,RND,93,5.25
j9014_2,100,RND,82,1.93
j9014_2,200,RND,81,3.93
j9035_7,100,RND,79,2.62
j9035_7,200,RND,79,5.2
j901_4,100,RND,88,1.8
j901_4,200,RND,89,3.61
j902_3,100,RND,76,1.84
j902_3,200,RND,76,4.73
j9035_10,100,RND,83,2.69
j9035_10,200,RND,83,4.97
j9039_3,100,RND,84,2.33
j9039_3,200,RND,84,4.68
j9018_6,100,RND,85,2.33
j9018_6,200,RND,84,4.68
j9017_5,100,RND,121,2.89
j9017_5,200,RND,118,5.87
j9043_2,100,RND,93,2.66
j9043_2,200,RND,92,5.28
j908_9,100,RND,98,2.09
j908_9,200,RND,98,4.05
j9033_9,100,RND,98,2.87
j9033_9,200,RND,96,5.71
j9023_7,100,RND,78,2.27
j9023_7,200,RND,78,4.54
j905_8,100,RND,108,2.32
j905_8,200,RND,105,4.7
j9044_9,100,RND,97,2.48
j9044_9,200,RND,97,5.0
j9021_5,100,RND,118,2.93
j9021_5,200,RND,119,5.85
j9022_2,100,RND,87,2.28
j9022_2,200,RND,86,4.51
j9013_9,100,RND,142,2.76
j9013_9,200,RND,142,5.54
j9034_2,100,RND,90,2.45
j9034_2,200,RND,90,4.98
j9015_7,100,RND,83,1.74
j9015_7,200,RND,83,3.49
j9028_8,100,RND,111,2.41
j9028_8,200,RND,111,4.87
j9042_7,100,RND,90,2.43
j9042_7,200,RND,90,4.86
j9037_10,100,RND,128,3.61
j9037_10,200,RND,129,7.21
j9019_3,100,RND,91,2.54
j9019_3,200,RND,90,5.05
j9038_6,100,RND,90,2.84
j9038_6,200,RND,89,5.61
j9037_5,100,RND,141,4.12
j9037_5,200,RND,140,7.85
j903_6,100,RND,69,1.62
j903_6,200,RND,69,3.26
j9017_1,100,RND,96,2.62
j9017_1,200,RND,98,5.16
j9036_4,100,RND,80,2.4
j9036_4,200,RND,80,4.79
j9039_7,100,RND,86,2.41
j9039_7,200,RND,86,4.81
j9018_2,100,RND,95,2.36
j9018_2,200,RND,95,4.74
j905_10,100,RND,113,2.21
j905_10,200,RND,110,4.42
j902_7,100,RND,93,1.95
j902_7,200,RND,93,3.9
j9043_6,100,RND,115,2.75
j9043_6,200,RND,118,5.67
j9029_9,100,RND,138,3.33
j9029_9,200,RND,138,6.31
j9040_1,100,RND,96,2.83
j9040_1,200,RND,96,5.2
j9013_10,100,RND,125,2.5
j9013_10,200,RND,124,4.99
j9014_6,100,RND,85,1.79
j9014_6,200,RND,85,3.59
j9035_3,100,RND,97,2.61
j9035_3,200,RND,97,5.26
j9012_8,100,RND,84,1.84
j9012_8,200,RND,84,3.68
j9023_3,100,RND,117,2.75
j9023_3,200,RND,117,5.46
j9020_4,100,RND,87,2.15
j9020_4,200,RND,87,4.29
j9045_8,100,RND,173,4.13
j9045_8,200,RND,174,8.25
j904_9,100,RND,80,1.8
j904_9,200,RND,80,3.6
j905_9,100,RND,131,2.67
j905_9,200,RND,133,5.35
j9021_4,100,RND,119,2.87
j9021_4,200,RND,115,5.77
j9044_8,100,RND,100,2.43
j9044_8,200,RND,100,4.83
j9017_10,100,RND,91,2.39
j9017_10,200,RND,89,4.79
j9022_3,100,RND,87,2.23
j9022_3,200,RND,85,4.49
j9013_8,100,RND,125,2.45
j9013_8,200,RND,122,4.94
j901_10,100,RND,98,2.18
j901_10,200,RND,97,4.37
j9034_3,100,RND,83,2.4
j9034_3,200,RND,83,4.79
j9015_6,100,RND,62,1.65
j9015_6,200,RND,62,3.31
j9041_1,100,RND,152,3.9
j9041_1,200,RND,152,7.83
j9042_6,100,RND,92,2.7
j9042_6,200,RND,91,5.38
j9028_9,100,RND,121,2.76
j9028_9,200,RND,121,5.5
j9037_4,100,RND,133,3.77
j9037_4,200,RND,134,7.52
j9016_1,100,RND,86,2.12
j9016_1,200,RND,86,4.14
j9019_2,100,RND,84,2.22
j9019_2,200,RND,84,4.43
j9038_7,100,RND,86,2.48
j9038_7,200,RND,86,5.03
j903_7,100,RND,89,1.82
j903_7,200,RND,89,3.65
j9039_6,100,RND,103,2.57
j9039_6,200,RND,103,5.17
j9018_3,100,RND,84,2.28
j9018_3,200,RND,84,4.56
j9036_5,100,RND,99,2.71
j9036_5,200,RND,99,5.41
j902_6,100,RND,68,1.93
j902_6,200,RND,68,3.83
j9029_8,100,RND,164,3.78
j9029_8,200,RND,162,7.65
j9043_7,100,RND,89,2.47
j9043_7,200,RND,89,5.0
j901_1,100,RND,80,1.9
j901_1,200,RND,77,3.78
j9014_7,100,RND,93,2.27
j9014_7,200,RND,90,5.32
j9035_2,100,RND,93,2.4
j9035_2,200,RND,93,4.79
j9033_10,100,RND,122,2.92
j9033_10,200,RND,119,5.82
j9012_9,100,RND,78,1.71
j9012_9,200,RND,78,3.43
j9023_2,100,RND,85,2.26
j9023_2,200,RND,85,4.47
j9045_9,100,RND,164,4.12
j9045_9,200,RND,165,8.21
j9020_5,100,RND,89,2.29
j9020_5,200,RND,89,4.59
j904_8,100,RND,70,1.78
j904_8,200,RND,70,3.54
j9048_8,100,RND,75,2.38
j9048_8,200,RND,75,4.77
j9022_7,100,RND,92,2.25
j9022_7,200,RND,92,4.83
j909_9,100,RND,121,2.65
j909_9,200,RND,121,5.31
j9031_10,100,RND,101,2.66
j9031_10,200,RND,100,5.32
j9032_9,100,RND,96,2.37
j9032_9,200,RND,96,4.73
j9042_2,100,RND,104,2.85
j9042_2,200,RND,104,5.74
j903_3,100,RND,72,1.63
j903_3,200,RND,72,3.25
j9019_6,100,RND,137,3.06
j9019_6,200,RND,137,6.2
j9038_3,100,RND,100,2.52
j9038_3,200,RND,98,4.99
j9016_5,100,RND,72,1.74
j9016_5,200,RND,72,3.52
j9034_7,100,RND,93,2.62
j9034_7,200,RND,93,5.25
j9015_2,100,RND,72,1.8
j9015_2,200,RND,72,3.5
j9024_9,100,RND,81,2.08
j9024_9,200,RND,81,4.11
j9041_5,100,RND,134,3.62
j9041_5,200,RND,135,7.27
j9040_4,100,RND,107,2.66
j9040_4,200,RND,107,5.32
j9025_8,100,RND,155,3.81
j9025_8,200,RND,156,7.66
j9014_3,100,RND,95,1.91
j9014_3,200,RND,95,3.85
j9035_6,100,RND,73,2.24
j9035_6,200,RND,73,4.46
j901_5,100,RND,96,2.13
j901_5,200,RND,95,4.25
j902_2,100,RND,120,2.41
j902_2,200,RND,117,4.78
j9017_4,100,RND,98,2.51
j9017_4,200,RND,97,5.11
j9036_1,100,RND,98,2.81
j9036_1,200,RND,98,5.79
j9039_2,100,RND,120,2.62
j9039_2,200,RND,120,5.16
j9018_7,100,RND,75,2.06
j9018_7,200,RND,75,4.11
j9043_3,100,RND,103,2.82
j9043_3,200,RND,103,5.65
j9028_10,100,RND,69,2.19
j9028_10,200,RND,69,4.42
j9015_10,100,RND,80,1.82
j9015_10,200,RND,82,3.62
j9020_1,100,RND,86,2.29
j9020_1,200,RND,86,4.57
j903_10,100,RND,66,1.66
j903_10,200,RND,66,3.31
j908_8,100,RND,69,1.79
j908_8,200,RND,69,3.6
j9033_8,100,RND,110,2.85
j9033_8,200,RND,115,5.8
j9023_6,100,RND,88,2.19
j9023_6,200,RND,88,4.4
j9019_10,100,RND,86,2.43
j9019_10,200,RND,86,4.74
j9021_7,100,RND,115,2.63
j9021_7,200,RND,110,5.26
j9031_9,100,RND,73,2.13
j9031_9,200,RND,73,4.1
j9041_2,100,RND,178,4.26
j9041_2,200,RND,180,8.54
j9015_5,100,RND,94,1.79
j9015_5,200,RND,94,3.58
j903_4,100,RND,105,2.11
j903_4,200,RND,105,4.27
j9037_7,100,RND,129,3.4
j9037_7,200,RND,132,6.79
j9016_2,100,RND,72,1.71
j9016_2,200,RND,72,3.47
j9019_1,100,RND,99,2.3
j9019_1,200,RND,99,4.56
j9038_4,100,RND,92,2.4
j9038_4,200,RND,90,4.82
j9027_9,100,RND,85,2.34
j9027_9,200,RND,85,4.71
j9042_5,100,RND,106,3.02
j9042_5,200,RND,112,6.04
j9024_10,100,RND,90,2.37
j9024_10,200,RND,90,4.73
j9043_4,100,RND,95,2.6
j9043_4,200,RND,95,5.22
j9026_8,100,RND,85,2.35
j9026_8,200,RND,88,4.69
j902_5,100,RND,101,2.19
j902_5,200,RND,101,4.37
j9039_5,100,RND,87,2.43
j9039_5,200,RND,87,4.87
j9017_3,100,RND,99,2.52
j9017_3,200,RND,100,5.02
j9036_6,100,RND,100,2.55
j9036_6,200,RND,100,5.1
j9045_10,100,RND,183,4.54
j9045_10,200,RND,171,9.06
j9014_4,100,RND,95,1.92
j9014_4,200,RND,92,3.81
j9035_1,100,RND,100,2.52
j9035_1,200,RND,101,5.07
j901_2,100,RND,98,2.37
j901_2,200,RND,97,4.74
j9040_3,100,RND,78,2.33
j9040_3,200,RND,78,4.67
j9023_1,100,RND,91,2.34
j9023_1,200,RND,91,4.64
j9030_8,100,RND,90,2.25
j9030_8,200,RND,93,4.52
j9020_6,100,RND,84,2.16
j9020_6,200,RND,84,4.27
j906_9,100,RND,69,1.77
j906_9,200,RND,69,3.56
j9022_4,100,RND,99,2.5
j9022_4,200,RND,97,4.99
j9047_8,100,RND,99,2.61
j9047_8,200,RND,99,5.2
j9021_3,100,RND,135,3.3
j9021_3,200,RND,132,6.58
j9010_8,100,RND,85,1.61
j9010_8,200,RND,85,3.21
j9019_5,100,RND,67,1.93
j9019_5,200,RND,67,3.84
j9037_3,100,RND,141,3.78
j9037_3,200,RND,134,7.6
j9016_6,100,RND,75,1.58
j9016_6,200,RND,75,3.15
j9042_1,100,RND,115,2.97
j9042_1,200,RND,112,5.95
j9041_6,100,RND,144,3.95
j9041_6,200,RND,144,7.96
j9047_10,100,RND,67,2.38
j9047_10,200,RND,67,4.8
j9034_4,100,RND,80,2.48
j9034_4,200,RND,81,4.93
j9015_1,100,RND,77,1.93
j9015_1,200,RND,77,3.91
j901_6,100,RND,77,1.84
j901_6,200,RND,74,3.61
j9035_5,100,RND,104,2.48
j9035_5,200,RND,104,5.01
j9040_7,100,RND,88,2.36
j9040_7,200,RND,88,4.71
j9026_10,100,RND,94,2.71
j9026_10,200,RND,95,5.44
j9017_7,100,RND,81,2.27
j9017_7,200,RND,79,4.53
j9036_2,100,RND,115,2.92
j9036_2,200,RND,115,5.82
j9039_1,100,RND,107,2.94
j9039_1,200,RND,107,5.76
j9018_4,100,RND,99,2.46
j9018_4,200,RND,99,4.92
j902_1,100,RND,103,2.28
j902_1,200,RND,97,4.59
j9011_9,100,RND,82,1.84
j9011_9,200,RND,82,3.69
j9020_2,100,RND,77,2.1
j9020_2,200,RND,77,4.26
j9046_9,100,RND,93,2.67
j9046_9,200,RND,92,5.37
j9023_5,100,RND,97,2.19
j9023_5,200,RND,96,4.39
j907_8,100,RND,63,1.71
j907_8,200,RND,63,3.44
j906_8,100,RND,74,1.72
j906_8,200,RND,74,3.46
j9022_10,100,RND,81,2.2
j9022_10,200,RND,82,4.4
j9047_9,100,RND,88,2.68
j9047_9,200,RND,89,5.32
j9022_5,100,RND,97,2.42
j9022_5,200,RND,97,4.85
j9021_2,100,RND,121,3.24
j9021_2,200,RND,121,6.52
j9010_9,100,RND,89,1.92
j9010_9,200,RND,90,3.8
j9037_2,100,RND,127,3.52
j9037_2,200,RND,121,7.0
j9016_7,100,RND,66,1.63
j9016_7,200,RND,66,3.29
j9019_4,100,RND,78,1.96
j9019_4,200,RND,78,3.93
j909_10,100,RND,120,2.23
j909_10,200,RND,121,4.49
j9038_1,100,RND,88,2.68
j9038_1,200,RND,87,5.32
j903_1,100,RND,82,1.86
j903_1,200,RND,82,3.73
j9041_7,100,RND,178,4.45
j9041_7,200,RND,181,8.87
j9034_5,100,RND,82,2.42
j9034_5,200,RND,84,4.81
j901_7,100,RND,94,1.97
j901_7,200,RND,91,3.93
j9014_1,100,RND,99,2.22
j9014_1,200,RND,97,4.41
j9035_4,100,RND,87,2.56
j9035_4,200,RND,87,5.09
j9040_6,100,RND,87,2.28
j9040_6,200,RND,87,4.6
j9043_1,100,RND,102,2.5
j9043_1,200,RND,102,5.02
j9018_5,100,RND,92,2.33
j9018_5,200,RND,91,4.61
j9017_6,100,RND,100,2.44
j9017_6,200,RND,100,4.89
j9036_3,100,RND,85,2.43
j9036_3,200,RND,85,4.9
j9043_10,100,RND,93,2.39
j9043_10,200,RND,93,4.85
j9011_8,100,RND,83,1.81
j9011_8,200,RND,83,3.63
j9020_3,100,RND,87,2.15
j9020_3,200,RND,87,4.28
j9023_4,100,RND,89,2.31
j9023_4,200,RND,86,4.57
j9046_8,100,RND,101,2.78
j9046_8,200,RND,101,5.48
j907_9,100,RND,84,1.78
j907_9,200,RND,84,3.56
j9021_6,100,RND,116,2.99
j9021_6,200,RND,112,5.91
j9041_10,100,RND,159,4.2
j9041_10,200,RND,159,8.46
j9031_8,100,RND,85,2.22
j9031_8,200,RND,84,4.45
j9022_1,100,RND,109,2.69
j9022_1,200,RND,109,5.46
j9041_3,100,RND,175,4.34
j9041_3,200,RND,175,8.68
j9034_1,100,RND,84,2.55
j9034_1,200,RND,84,5.11
j9015_4,100,RND,96,2.24
j9015_4,200,RND,94,4.48
j9039_10,100,RND,102,2.8
j9039_10,200,RND,102,5.62
j903_5,100,RND,76,1.87
j903_5,200,RND,76,3.73
j9038_5,100,RND,89,2.56
j9038_5,200,RND,88,5.12
j9037_6,100,RND,129,3.83
j9037_6,200,RND,133,7.63
j9016_3,100,RND,74,1.7
j9016_3,200,RND,74,3.4
j9042_4,100,RND,109,2.94
j9042_4,200,RND,107,5.87
j9027_8,100,RND,73,2.37
j9027_8,200,RND,73,4.76
j9026_9,100,RND,96,2.48
j9026_9,200,RND,95,4.9
j9043_5,100,RND,99,2.68
j9043_5,200,RND,99,5.36
j902_4,100,RND,71,1.63
j902_4,200,RND,71,3.31
j9017_2,100,RND,103,2.4
j9017_2,200,RND,99,4.81
j9036_7,100,RND,90,2.47
j9036_7,200,RND,90,4.93
j9039_4,100,RND,82,2.48
j9039_4,200,RND,82,4.93
j9018_1,100,RND,102,2.54
j9018_1,200,RND,102,5.16
j9014_5,100,RND,88,1.97
j9014_5,200,RND,89,3.94
j901_3,100,RND,67,1.91
j901_3,200,RND,67,3.81
j9040_2,100,RND,92,2.53
j9040_2,200,RND,92,5.08
j9020_10,100,RND,90,2.13
j9020_10,200,RND,90,4.26
j9030_9,100,RND,103,2.42
j9030_9,200,RND,98,4.85
j9020_7,100,RND,83,2.29
j9020_7,200,RND,83,4.59
j9041_8,100,RND,179,4.56
j9041_8,200,RND,172,9.06
j9046_10,100,RND,117,2.85
j9046_10,200,RND,116,5.71
j9024_4,100,RND,82,2.04
j9024_4,200,RND,82,4.08
j9027_3,100,RND,97,2.2
j9027_3,200,RND,95,4.4
j9016_8,100,RND,72,1.58
j9016_8,200,RND,72,3.15
j9031_3,100,RND,107,2.64
j9031_3,200,RND,107,5.29
j9010_6,100,RND,93,1.91
j9010_6,200,RND,93,3.77
j9044_1,100,RND,101,2.64
j9044_1,200,RND,101,5.24
j9047_6,100,RND,100,2.68
j9047_6,200,RND,100,5.37
j9048_5,100,RND,76,2.26
j9048_5,200,RND,76,4.51
j909_4,100,RND,141,2.46
j909_4,200,RND,138,4.96
j906_7,100,RND,72,1.74
j906_7,200,RND,72,3.49
j9032_4,100,RND,105,2.22
j9032_4,200,RND,105,4.48
j9013_1,100,RND,145,2.8
j9013_1,200,RND,143,5.69
j907_6,100,RND,91,2.03
j907_6,200,RND,91,4.05
j908_5,100,RND,64,1.67
j908_5,200,RND,64,3.35
j9033_5,100,RND,122,3.14
j9033_5,200,RND,121,6.26
j9046_7,100,RND,94,2.7
j9046_7,200,RND,93,5.42
j9011_7,100,RND,96,1.75
j9011_7,200,RND,96,3.53
j9030_2,100,RND,82,2.3
j9030_2,200,RND,83,4.59
j904_1,100,RND,94,1.88
j904_1,200,RND,94,3.76
j9027_10,100,RND,98,2.46
j9027_10,200,RND,98,4.9
j9017_9,100,RND,97,2.42
j9017_9,200,RND,96,4.86
j9029_1,100,RND,153,3.45
j9029_1,200,RND,152,6.85
j9026_2,100,RND,95,2.11
j9026_2,200,RND,93,4.26
j9025_5,100,RND,120,3.07
j9025_5,200,RND,115,6.08
j9040_9,100,RND,99,2.48
j9040_9,200,RND,99,4.94
j901_8,100,RND,102,2.2
j901_8,200,RND,102,4.28
j9028_4,100,RND,79,1.96
j9028_4,200,RND,79,3.88
j9027_7,100,RND,75,2.19
j9027_7,200,RND,75,4.34
j9037_9,100,RND,129,3.45
j9037_9,200,RND,126,6.9
j9025_10,100,RND,158,3.71
j9025_10,200,RND,158,7.3
j9048_1,100,RND,84,2.47
j9048_1,200,RND,84,4.94
j9047_2,100,RND,91,2.69
j9047_2,200,RND,91,5.55
j9013_5,100,RND,131,2.57
j9013_5,200,RND,133,5.11
j906_3,100,RND,83,2.03
j906_3,200,RND,83,4.0
j905_4,100,RND,119,2.59
j905_4,200,RND,122,5.19
j9031_7,100,RND,98,2.46
j9031_7,200,RND,98,4.87
j9010_2,100,RND,96,2.0
j9010_2,200,RND,96,4.05
j9018_10,100,RND,95,2.19
j9018_10,200,RND,95,4.32
j9044_5,100,RND,85,2.6
j9044_5,200,RND,85,5.12
j9021_9,100,RND,126,2.98
j9021_9,200,RND,126,5.97
j9020_8,100,RND,86,2.05
j9020_8,200,RND,86,4.09
j9045_4,100,RND,139,3.83
j9045_4,200,RND,141,7.64
j904_5,100,RND,89,1.81
j904_5,200,RND,89,3.64
j9011_3,100,RND,73,1.89
j9011_3,200,RND,72,3.78
j9030_6,100,RND,91,2.16
j9030_6,200,RND,91,4.3
j9012_4,100,RND,74,1.59
j9012_4,200,RND,74,3.17
j9033_1,100,RND,97,3.13
j9033_1,200,RND,97,6.26
