problemType, makespan, GRASP, diff
j9047_9, 86, 89, 3
j9022_5, 96, 97, 1
j9021_2, 116, 124, 8
j9010_9, 88, 94, 6
j9037_2, 115, 123, 8
j9016_7, 65, 66, 1
j9019_4, 77, 78, 1
j909_10, 111, 120, 9
j9038_1, 85, 91, 6
j903_1, 81, 82, 1
j9041_7, 157, 172, 15
j9034_5, 83, 84, 1
j901_7, 91, 94, 3
j9014_1, 89, 105, 16
j9035_4, 86, 87, 1
j9040_6, 86, 87, 1
j9043_1, 99, 103, 4
j9018_5, 90, 96, 6
j9017_6, 94, 109, 15
j9036_3, 84, 85, 1
j9043_10, 92, 94, 2
j9011_8, 82, 85, 3
j9020_3, 86, 87, 1
j9023_4, 85, 89, 4
j9046_8, 96, 101, 5
j907_9, 83, 85, 2
j9021_6, 106, 117, 11
j9041_10, 150, 157, 7
j9031_8, 83, 87, 4
j9022_1, 108, 109, 1
j9041_3, 161, 173, 12
j9034_1, 83, 84, 1
j9015_4, 92, 96, 4
j9039_10, 100, 102, 2
j903_5, 75, 81, 6
j9038_5, 86, 91, 5
j9037_6, 131, 135, 4
j9016_3, 73, 74, 1
j9042_4, 102, 110, 8
j9027_8, 72, 74, 2
j9026_9, 87, 96, 9
j9043_5, 98, 99, 1
j902_4, 70, 71, 1
j9017_2, 100, 103, 3
j9036_7, 89, 90, 1
j9039_4, 81, 82, 1
j9018_1, 101, 102, 1
j9014_5, 84, 90, 6
j901_3, 66, 69, 3
j9040_2, 91, 92, 1
j9020_10, 89, 90, 1
j9030_9, 94, 103, 9
j9020_7, 82, 83, 1
j9041_8, 162, 180, 18
j9046_10, 114, 119, 5
j9024_4, 81, 82, 1
j9027_3, 91, 96, 5
j9016_8, 71, 72, 1
j9031_3, 106, 107, 1
j9010_6, 92, 93, 1
j9044_1, 100, 101, 1
j9047_6, 98, 103, 5
j9048_5, 75, 76, 1
j909_4, 127, 140, 13
j906_7, 71, 72, 1
j9032_4, 104, 105, 1
j9013_1, 138, 144, 6
j907_6, 90, 91, 1
j908_5, 63, 64, 1
j9033_5, 109, 133, 24
j9046_7, 89, 93, 4
j9011_7, 95, 96, 1
j9030_2, 76, 81, 5
j904_1, 93, 94, 1
j9027_10, 97, 98, 1
j9017_9, 96, 96, 0
j9029_1, 135, 155, 20
j9029_1, 135, 151, 16
j9026_2, 85, 100, 15
j9025_5, 114, 115, 1
j9040_9, 98, 99, 1
j901_8, 95, 108, 13
j9028_4, 78, 79, 1
j9027_7, 73, 77, 4
j9037_9, 123, 127, 4
j9025_10, 129, 160, 31
j9048_1, 83, 84, 1
j9047_2, 90, 93, 3
j9013_5, 115, 135, 20
j906_3, 77, 85, 8
j905_4, 102, 122, 20
j9031_7, 97, 98, 1
j9010_2, 95, 99, 4
j9018_10, 94, 95, 1
j9044_5, 84, 85, 1
j9021_9, 121, 123, 2
j9020_8, 85, 86, 1
j9045_4, 135, 141, 6
j904_5, 88, 89, 1
j9011_3, 69, 72, 3
j9030_6, 90, 92, 2
j9012_4, 73, 74, 1
j9033_1, 99, 97, -2
j908_1, 96, 97, 1
j907_2, 77, 78, 1
j9046_3, 113, 122, 9
j9044_10, 86, 87, 1
j9025_1, 124, 139, 15
j9036_8, 84, 85, 1
j9026_6, 108, 111, 3
j9029_5, 121, 133, 12
j9038_10, 108, 114, 6
j9027_6, 87, 88, 1
j9028_5, 88, 89, 1
j9037_8, 119, 126, 7
j9024_1, 84, 85, 1
j9047_3, 102, 103, 1
j9032_1, 78, 79, 1
j9013_4, 112, 126, 14
j909_1, 104, 114, 10
j906_2, 86, 87, 1
j905_5, 111, 121, 10
j9031_6, 80, 84, 4
j9010_3, 112, 127, 15
j9021_8, 111, 120, 9
j9040_10, 86, 87, 1
j9044_4, 89, 90, 1
j9045_5, 173, 190, 17
j9020_9, 76, 77, 1
j904_4, 92, 93, 1
j9011_2, 99, 105, 6
j9030_7, 84, 100, 16
j9012_5, 83, 84, 1
j9021_10, 109, 116, 7
j907_3, 80, 81, 1
j9046_2, 98, 104, 6
j9036_9, 102, 103, 1
j9029_4, 149, 161, 12
j9026_7, 82, 93, 11
j9024_5, 85, 86, 1
j9041_9, 118, 134, 16
j9028_1, 80, 81, 1
j908_10, 88, 89, 1
j9027_2, 81, 82, 1
j9016_9, 66, 67, 1
j9031_2, 69, 75, 6
j9010_7, 83, 89, 6
j905_1, 78, 94, 16
j9048_4, 91, 92, 1
j9047_7, 94, 95, 1
j9023_10, 87, 88, 1
j906_6, 98, 101, 3
j909_5, 139, 159, 20
j9032_5, 93, 94, 1
j908_4, 77, 78, 1
j907_7, 90, 91, 1
j9012_1, 71, 72, 1
j9033_4, 92, 98, 6
j9046_6, 83, 93, 10
j9042_10, 90, 98, 8
j9045_1, 146, 162, 16
j9011_6, 78, 79, 1
j9030_3, 102, 105, 3
j9017_8, 113, 121, 8
j9026_3, 80, 89, 9
j9040_8, 79, 80, 1
j9025_4, 137, 156, 19
j901_9, 72, 80, 8
