projectName, alpha, makespan, duration;
j6034_3,200,RND,64,2.11
j6015_6,100,RND,77,0.86
j6015_6,200,RND,77,1.71
j6041_1,100,RND,131,1.82
j6041_1,200,RND,127,3.6
j6040_1,100,RND,87,1.03
j6040_1,200,RND,87,2.06
j602_3,100,RND,78,0.9
j602_3,200,RND,78,1.79
j6014_6,100,RND,68,0.81
j6014_6,200,RND,67,1.63
j6035_3,100,RND,90,1.12
j6035_3,200,RND,90,2.25
j6039_7,100,RND,70,1.04
j6039_7,200,RND,70,2.09
j6018_2,100,RND,71,0.96
j6018_2,200,RND,71,1.92
j6017_1,100,RND,84,1.19
j6017_1,200,RND,84,2.36
j6036_4,100,RND,86,1.07
j6036_4,200,RND,86,2.18
j605_10,100,RND,84,1.22
j605_10,200,RND,84,2.21
j601_4,100,RND,91,1.04
j601_4,200,RND,89,2.09
j6030_10,100,RND,98,1.18
j6030_10,200,RND,98,2.38
j6029_9,100,RND,129,1.63
j6029_9,200,RND,129,3.26
j6043_6,100,RND,85,1.19
j6043_6,200,RND,85,2.39
j6020_4,100,RND,87,1.19
j6020_4,200,RND,87,2.32
j6045_8,100,RND,133,1.87
j6045_8,200,RND,133,3.74
j6048_10,100,RND,71,1.08
j6048_10,200,RND,71,2.15
j608_9,100,RND,59,0.81
j608_9,200,RND,59,1.61
j6012_8,100,RND,61,0.72
j6012_8,200,RND,61,1.43
j6023_3,100,RND,76,1.0
j6023_3,200,RND,76,2.0
j6022_2,100,RND,90,1.15
j6022_2,200,RND,90,2.3
j6029_10,100,RND,125,1.59
j6029_10,200,RND,129,3.17
j6013_9,100,RND,110,1.21
j6013_9,200,RND,103,2.48
j609_8,100,RND,104,1.23
j609_8,200,RND,104,2.45
j6044_9,100,RND,66,0.99
j6044_9,200,RND,66,1.98
j6021_5,100,RND,93,1.22
j6021_5,200,RND,91,2.46
j6042_7,100,RND,58,0.97
j6042_7,200,RND,57,1.94
j6028_8,100,RND,63,0.79
j6028_8,200,RND,63,1.59
j6037_5,100,RND,98,1.69
j6037_5,200,RND,99,3.39
j6019_3,100,RND,82,1.03
j6019_3,200,RND,84,2.06
j6038_6,100,RND,89,1.18
j6038_6,200,RND,87,2.36
j6014_10,100,RND,72,0.84
j6014_10,200,RND,74,1.7
j603_2,100,RND,70,0.79
j603_2,200,RND,70,1.58
j6034_2,100,RND,70,1.02
j6034_2,200,RND,70,2.06
j6015_7,100,RND,65,0.71
j6015_7,200,RND,65,1.44
j6017_5,100,RND,59,0.89
j6017_5,200,RND,60,1.78
j6039_3,100,RND,86,1.26
j6039_3,200,RND,84,2.52
j6018_6,100,RND,62,0.91
j6018_6,200,RND,62,1.81
j6043_2,100,RND,87,1.2
j6043_2,200,RND,86,2.36
j6025_9,100,RND,115,1.39
j6025_9,200,RND,111,2.78
j6040_5,100,RND,84,1.12
j6040_5,200,RND,84,2.23
j6014_2,100,RND,68,0.8
j6014_2,200,RND,67,1.62
j6035_7,100,RND,74,0.97
j6035_7,200,RND,74,1.92
j6016_10,100,RND,69,0.75
j6016_10,200,RND,69,1.5
j602_7,100,RND,50,0.73
j602_7,200,RND,50,1.46
j604_9,100,RND,76,0.92
j604_9,200,RND,76,1.85
j6033_9,100,RND,114,1.85
j6033_9,200,RND,113,3.72
j6023_7,100,RND,61,0.87
j6023_7,200,RND,61,1.74
j6021_1,100,RND,104,1.37
j6021_1,200,RND,103,2.71
j6048_9,100,RND,83,1.27
j6048_9,200,RND,83,2.56
j6022_6,100,RND,81,0.98
j6022_6,200,RND,80,2.0
j605_8,100,RND,81,1.02
j605_8,200,RND,81,2.04
j6032_8,100,RND,77,1.06
j6032_8,200,RND,77,2.1
j6034_6,100,RND,84,1.21
j6034_6,200,RND,84,2.42
j6015_3,100,RND,73,0.77
j6015_3,200,RND,73,1.55
j603_6,100,RND,59,0.75
j603_6,200,RND,58,1.49
j6041_4,100,RND,142,2.09
j6041_4,200,RND,140,4.16
j6024_8,100,RND,82,0.83
j6024_8,200,RND,82,1.68
j6032_10,100,RND,78,0.9
j6032_10,200,RND,78,1.8
j6042_3,100,RND,86,1.18
j6042_3,200,RND,84,2.36
j607_10,100,RND,83,0.9
j607_10,200,RND,83,1.74
j6019_7,100,RND,61,0.83
j6019_7,200,RND,61,1.66
j6038_2,100,RND,77,1.16
j6038_2,200,RND,76,2.33
j6037_1,100,RND,96,1.45
j6037_1,200,RND,100,2.9
j6016_4,100,RND,61,0.7
j6016_4,200,RND,61,1.4
