projectName, alpha, makespan, duration;
j3030_2,0.25,75,0.39;
j3030_2,RND,75,0.38;
j306_3,0.25,51,0.25;
j306_3,RND,51,0.26;
j3046_7,0.25,67,0.39;
j3046_7,RND,67,0.39;
j305_4,0.25,67,0.87;
j305_4,RND,68,0.9;
j3033_5,0.25,63,1.02;
j3033_5,RND,63,0.4;
j3026_10,0.25,54,0.54;
j3026_10,RND,54,0.34;
j3040_9,0.25,65,0.84;
j3040_9,RND,65,0.42;
j3025_5,0.25,87,0.63;
j3025_5,RND,87,0.43;
j3026_2,0.25,41,0.33;
j3026_2,RND,41,0.61;
j3029_1,0.25,96,1.12;
j3029_1,RND,96,0.59;
j3017_9,0.25,51,0.3;
j3017_9,RND,49,0.33;
j3024_10,0.25,54,0.27;
j3024_10,RND,54,0.28;
j3037_9,0.25,70,0.39;
j3037_9,RND,70,0.67;
j301_8,0.25,59,0.71;
j301_8,RND,59,0.36;
j3027_7,0.25,49,0.28;
j3027_7,RND,49,0.28;
j3028_4,0.25,50,0.27;
j3028_4,RND,50,0.26;
j3021_9,0.25,69,0.4;
j3021_9,RND,69,0.42;
j3044_5,0.25,56,0.35;
j3044_5,RND,56,0.34;
j307_6,0.25,36,0.24;
j307_6,RND,36,0.24;
j308_5,0.25,59,0.29;
j308_5,RND,59,0.28;
j3031_7,0.25,62,0.34;
j3031_7,RND,62,0.34;
j3010_2,0.25,66,0.3;
j3010_2,RND,66,0.31;
j3013_5,0.25,74,0.4;
j3013_5,RND,72,0.4;
j304_1,0.25,50,0.28;
j304_1,RND,50,0.28;
j3047_2,0.25,65,0.38;
j3047_2,RND,64,0.37;
j3019_10,0.25,48,0.31;
j3019_10,RND,48,0.3;
j3048_1,0.25,64,0.39;
j3048_1,RND,64,0.39;
j3046_3,0.25,77,0.46;
j3046_3,RND,75,0.46;
j3012_4,0.25,64,0.29;
j3012_4,RND,64,0.3;
j3033_1,0.25,70,0.39;
j3033_1,RND,76,0.41;
j309_4,0.25,95,0.45;
j309_4,RND,98,0.47;
j306_7,0.25,53,0.26;
j306_7,RND,53,0.26;
j3011_3,0.25,83,0.37;
j3011_3,RND,83,0.4;
j3030_6,0.25,73,0.83;
j3030_6,RND,73,0.48;
j3045_4,0.25,101,0.68;
j3045_4,0.25,101,0.57;
j3020_8,0.25,52,0.28;
j3020_8,RND,52,0.27;
j3029_5,0.25,126,0.6;
j3029_5,RND,126,0.6;
j3026_6,0.25,63,0.63;
j3026_6,RND,63,0.53;
j3045_10,0.25,102,0.85;
j3045_10,RND,102,0.66;
j3036_8,0.25,64,0.37;
j3036_8,RND,64,0.36;
j3025_1,0.25,111,0.57;
j3025_1,RND,111,0.58;
j3024_1,0.25,54,0.29;
j3024_1,RND,54,0.3;
j3039_10,0.25,61,0.34;
j3039_10,RND,61,0.34;
j3037_8,0.25,75,0.97;
j3037_8,RND,75,0.49;
j301_9,0.25,52,0.27;
j301_9,RND,52,0.29;
j3028_5,0.25,74,0.4;
j3028_5,RND,74,0.37;
j3027_6,0.25,66,0.32;
j3027_6,RND,66,0.4;
j3044_4,0.25,58,0.51;
j3044_4,RND,58,0.39;
j3021_8,0.25,67,0.58;
j3021_8,RND,67,0.49;
j308_4,0.25,49,0.26;
j308_4,RND,49,0.29;
j307_7,0.25,52,0.33;
j307_7,RND,51,0.3;
j3031_6,0.25,58,0.32;
j3031_6,RND,58,0.33;
j3010_3,0.25,69,0.35;
j3010_3,RND,69,0.34;
j3041_10,0.25,97,0.68;
j3041_10,RND,97,1.16;
j3032_1,0.25,62,0.36;
j3032_1,RND,62,0.33;
j3013_4,0.25,82,0.43;
j3013_4,RND,76,0.39;
j3047_3,0.25,62,0.38;
j3047_3,RND,56,0.39;
j3046_2,0.25,78,0.62;
j3046_2,RND,73,0.5;
j3012_5,0.25,48,0.32;
j3012_5,RND,48,0.31;
j305_1,0.25,53,0.43;
j305_1,RND,50,0.34;
j306_6,0.25,43,0.32;
j306_6,RND,38,0.29;
j309_5,0.25,68,0.41;
j309_5,RND,65,1.19;
j3011_2,0.25,61,0.89;
j3011_2,RND,61,0.32;
j3030_7,0.25,74,0.65;
j3030_7,RND,69,0.75;
j3020_9,0.25,42,0.45;
j3020_9,RND,42,0.72;
j3045_5,0.25,88,1.2;
j3045_5,RND,88,0.55;
j3020_10,0.25,38,0.25;
j3020_10,RND,38,0.25;
j3026_7,0.25,66,0.36;
j3026_7,RND,66,0.34;
j3029_4,0.25,107,0.57;
j3029_4,RND,107,0.56;
j3036_9,0.25,60,0.32;
j3036_9,RND,60,0.33;
j3016_9,0.25,45,0.25;
j3016_9,RND,45,0.25;
j3027_2,0.25,60,0.32;
j3027_2,RND,60,1.57;
j3028_1,0.25,70,1.52;
j3028_1,RND,70,0.76;
j308_10,0.25,68,0.3;
j308_10,RND,68,0.36;
j3041_9,0.25,122,0.64;
j3041_9,RND,122,0.63;
j3024_5,0.25,52,0.3;
j3024_5,RND,52,0.29;
j304_4,0.25,58,0.67;
j304_4,RND,58,0.39;
j3032_5,0.25,55,0.37;
j3032_5,RND,55,0.29;
j3047_7,0.25,69,0.59;
j3047_7,RND,65,0.45;
j3048_4,0.25,58,0.4;
j3048_4,RND,58,0.35;
j3022_10,0.25,62,0.64;
j3022_10,RND,58,0.43;
j3031_2,0.25,68,0.55;
j3031_2,RND,64,0.48;
j3010_7,0.25,50,0.32;
j3010_7,RND,50,0.34;
j307_3,0.25,51,0.34;
j307_3,RND,51,0.4;
j3011_6,0.25,47,0.25;
j3011_6,RND,47,0.39;
j3030_3,0.25,72,0.44;
j3030_3,RND,72,0.5;
j309_1,0.25,94,0.6;
j309_1,RND,93,0.59;
j306_2,0.25,59,0.42;
j306_2,RND,59,0.43;
j3045_1,0.25,89,0.67;
j3045_1,RND,89,0.69;
j3046_6,0.25,59,0.41;
j3046_6,RND,59,0.38;
j305_5,0.25,71,0.4;
j305_5,RND,71,0.38;
j3043_10,0.25,66,0.39;
j3043_10,RND,66,0.39;
j3012_1,0.25,48,0.24;
j3012_1,RND,48,0.27;
j3033_4,0.25,83,0.46;
j3033_4,RND,83,0.45;
j3025_4,0.25,83,0.5;
j3025_4,RND,79,0.5;
j3040_8,0.25,58,0.34;
j3040_8,RND,58,0.7;
j3026_3,0.25,69,0.43;
j3026_3,RND,69,0.37;
j3017_8,0.25,62,0.57;
j3017_8,RND,62,0.38;
j3018_10,0.25,48,0.38;
j3018_10,RND,42,0.36;
j3031_9,0.25,56,0.78;
j3031_9,RND,56,0.42;
j307_8,0.25,44,0.28;
j307_8,RND,44,0.26;
j3021_7,0.25,71,0.49;
j3021_7,RND,70,0.79;
j3042_5,0.25,57,0.42;
j3042_5,RND,57,1.25;
j3027_9,0.25,58,1.85;
j3027_9,RND,56,0.77;
j301_6,0.25,50,0.95;
j301_6,RND,50,0.39;
j3019_1,0.25,42,0.29;
j3019_1,RND,42,0.3;
j3038_4,0.25,66,0.4;
j3038_4,RND,66,0.39;
j3037_7,0.25,99,0.53;
j3037_7,RND,100,0.55;
j3016_2,0.25,49,0.25;
j3016_2,RND,49,0.25;
j3015_5,0.25,62,0.31;
j3015_5,RND,59,0.44;
j3025_10,0.25,55,0.46;
j3025_10,RND,57,0.54;
j302_1,0.25,40,0.27;
j302_1,RND,40,0.26;
j3041_2,0.25,95,0.55;
j3041_2,RND,95,0.55;
j3040_3,0.25,58,0.34;
j3040_3,RND,58,0.34;
j3014_4,0.25,64,0.31;
j3014_4,RND,64,0.3;
j3035_1,0.25,58,0.34;
j3035_1,RND,60,0.33;
j3017_3,0.25,65,0.48;
j3017_3,RND,65,0.35;
j3036_6,0.25,47,0.66;
j3036_6,RND,47,0.51;
j3039_5,0.25,61,0.82;
j3039_5,RND,56,0.42;
j3026_8,0.25,74,0.47;
j3026_8,RND,68,0.41;
j3043_4,0.25,74,0.57;
j3043_4,RND,74,0.48;
j3044_10,0.25,64,0.39;
j3044_10,RND,64,0.36;
j3020_6,0.25,52,0.29;
j3020_6,RND,52,0.29;
j3030_8,0.25,46,0.3;
j3030_8,RND,46,0.29;
j306_9,0.25,55,0.32;
j306_9,RND,49,0.28;
j3023_1,0.25,67,0.39;
j3023_1,RND,67,0.38;
j3010_8,0.25,56,0.32;
j3010_8,RND,57,0.31;
j3021_3,0.25,85,0.45;
j3021_3,RND,85,0.45;
j3047_8,0.25,49,0.39;
j3047_8,RND,49,0.31;
j3022_4,0.25,43,0.28;
j3022_4,RND,44,0.33;
j302_5,0.25,52,0.28;
j302_5,RND,52,0.27;
j3034_4,0.25,69,0.51;
j3034_4,RND,69,0.57;
j3015_1,0.25,54,0.33;
j3015_1,RND,54,0.28;
j3041_6,0.25,115,0.6;
j3041_6,RND,114,0.62;
j3042_1,0.25,62,0.38;
j3042_1,RND,60,0.37;
j3046_10,0.25,63,0.37;
j3046_10,RND,58,0.38;
j3037_3,0.25,86,0.54;
j3037_3,RND,86,0.58;
j3016_6,0.25,52,1.07;
j3016_6,RND,52,0.45;
j3019_5,0.25,50,0.28;
j3019_5,RND,51,0.27;
j301_2,0.25,54,0.32;
j301_2,RND,54,0.28;
j3039_1,0.25,62,0.42;
j3039_1,RND,62,0.39;
j3018_4,0.25,71,0.36;
j3018_4,RND,71,0.33;
j3017_7,0.25,56,0.33;
j3017_7,RND,51,0.33;
j3036_2,0.25,45,0.26;
j3036_2,RND,45,0.26;
j3040_7,0.25,47,0.29;
j3040_7,RND,47,0.29;
j3027_10,0.25,66,0.37;
j3027_10,RND,66,0.38;
j303_4,0.25,104,0.42;
j303_4,RND,104,0.41;
j3035_5,0.25,66,0.42;
j3035_5,RND,66,0.39;
j3023_5,0.25,60,0.32;
j3023_5,RND,60,0.33;
j3046_9,0.25,54,0.34;
j3046_9,RND,49,0.33;
j3020_2,0.25,71,0.52;
j3020_2,RND,71,0.42;
j3011_9,0.25,68,0.32;
j3011_9,RND,68,0.41;
j3023_10,0.25,62,0.43;
j3023_10,RND,62,0.46;
j3010_9,0.25,54,0.41;
j3010_9,RND,54,0.33;
j3021_2,0.25,66,0.65;
j3021_2,RND,63,0.71;
