problemType, makespan, GRASP, diff
j12053_3, 112, 121, 9
j12035_8, 101, 110, 9
j12024_10, 91, 95, 4
j12050_4, 100, 107, 7
j12025_6, 92, 96, 4
j1202_10, 96, 100, 4
j1209_9, 87, 91, 4
j12049_7, 99, 107, 8
j12046_4, 170, 181, 11
j12023_8, 101, 104, 3
j12059_9, 118, 134, 16
j12033_6, 115, 137, 22
j12012_3, 136, 150, 14
j12019_10, 88, 91, 3
j12030_1, 102, 107, 5
j12011_4, 195, 209, 14
j12045_3, 98, 99, 1
j12044_2, 112, 109, -3
j12010_5, 97, 98, 1
j12013_2, 88, 94, 6
j12032_7, 122, 133, 11
j12058_8, 132, 144, 12
j1208_8, 87, 89, 2
j12022_9, 109, 111, 2
j12047_5, 127, 148, 21
j12048_6, 105, 108, 3
j12024_7, 112, 110, -2
j1201_5, 112, 122, 10
j12051_5, 229, 258, 29
j12034_9, 94, 104, 10
j12052_2, 183, 195, 12
j12019_8, 93, 109, 16
j12045_10, 99, 102, 3
j1202_2, 75, 81, 6
j12028_3, 101, 109, 8
j1203_2, 88, 90, 2
j12029_3, 97, 98, 1
j12053_2, 115, 132, 17
j12018_8, 105, 120, 15
j12050_5, 100, 106, 6
j12035_9, 91, 99, 8
j12025_7, 92, 94, 2
j12039_10, 110, 124, 14
j12041_10, 136, 142, 6
j1209_8, 80, 87, 7
j12023_9, 107, 118, 11
j12046_5, 149, 162, 13
j12049_6, 128, 132, 4
j12033_7, 123, 132, 9
j12012_2, 117, 122, 5
j12059_8, 110, 117, 7
j12011_5, 210, 233, 23
j12045_2, 91, 92, 1
j12044_3, 107, 108, 1
j12020_10, 81, 87, 6
j12010_4, 95, 99, 4
j12031_1, 197, 208, 11
j12058_9, 130, 138, 8
j12013_3, 118, 143, 25
j12032_6, 128, 140, 12
j1208_9, 94, 97, 3
j12048_7, 106, 124, 18
j12047_4, 132, 143, 11
j12022_8, 103, 112, 9
j12024_6, 95, 96, 1
j1201_4, 97, 110, 13
j12034_8, 89, 103, 14
j12051_4, 211, 239, 28
j12019_9, 88, 95, 7
j12052_3, 134, 144, 10
j12058_10, 131, 138, 7
j1206_10, 171, 191, 20
j1202_3, 92, 101, 9
j12028_2, 110, 121, 11
j12027_1, 108, 115, 7
j12014_8, 112, 116, 4
j12050_1, 116, 117, 1
j12025_3, 100, 101, 1
j12029_7, 97, 101, 4
j12026_4, 172, 193, 21
j12043_8, 115, 117, 2
j1204_10, 77, 78, 1
j1203_6, 102, 109, 7
j12039_9, 92, 100, 8
j12053_6, 106, 112, 6
j12055_8, 101, 115, 14
j12030_4, 83, 86, 3
j12022_10, 79, 83, 4
j12011_1, 172, 183, 11
j1205_8, 78, 81, 3
j12045_6, 125, 126, 1
j12049_2, 109, 116, 7
j12046_1, 188, 212, 24
j12033_3, 107, 120, 13
j12012_6, 121, 123, 2
j12013_7, 109, 117, 8
j12032_2, 131, 140, 9
j12048_3, 111, 123, 12
j12043_10, 113, 112, -1
j1204_9, 79, 80, 1
j12044_7, 98, 100, 2
j12031_5, 200, 236, 36
j12054_9, 107, 115, 8
j12052_7, 149, 155, 6
j12038_8, 125, 132, 7
j12042_9, 104, 115, 11
j12027_5, 111, 117, 6
j12028_6, 103, 110, 7
j1202_7, 90, 94, 4
j12024_2, 91, 92, 1
j12015_9, 109, 112, 3
j12017_8, 127, 132, 5
j12053_1, 144, 162, 18
j12026_3, 167, 177, 10
j1203_1, 80, 91, 11
j12037_10, 131, 136, 5
j12025_4, 117, 118, 1
j12040_8, 97, 105, 8
j12050_6, 102, 103, 1
j12056_8, 288, 318, 30
j12033_4, 112, 128, 16
j12012_1, 137, 149, 12
j12046_6, 177, 184, 7
j12049_5, 89, 94, 5
j1206_8, 147, 175, 28
j12045_1, 108, 109, 1
j12030_3, 108, 109, 1
j12011_6, 210, 234, 24
j12010_7, 79, 84, 5
j12031_2, 192, 208, 16
j12048_4, 127, 132, 5
j12047_7, 118, 133, 15
j1207_9, 89, 98, 9
j12032_5, 138, 153, 15
j12057_9, 167, 180, 13
j12051_7, 211, 232, 21
j1201_7, 117, 123, 6
j12041_9, 121, 127, 6
j12024_5, 86, 87, 1
j1208_10, 92, 100, 8
j12028_1, 108, 123, 15
j12027_2, 115, 122, 7
j12056_10, 258, 268, 10
j12016_9, 205, 210, 5
j12013_10, 92, 102, 10
j12050_2, 112, 118, 6
j12054_10, 108, 117, 9
j12053_5, 113, 127, 14
j12011_10, 180, 204, 24
j12036_9, 219, 253, 34
j1203_5, 84, 91, 7
j12029_4, 80, 86, 6
j12026_7, 157, 177, 20
j12020_9, 80, 81, 1
j12045_5, 116, 116, 0
j12030_7, 93, 102, 9
j12011_2, 157, 170, 13
j12012_5, 162, 182, 20
j12049_1, 96, 102, 6
j12046_2, 198, 226, 28
j12047_3, 125, 137, 12
j12013_4, 112, 124, 12
j12032_1, 147, 153, 6
j12010_3, 99, 102, 3
j12031_6, 191, 208, 17
j12044_4, 95, 101, 6
j12021_8, 127, 148, 21
j1202_4, 95, 101, 6
j12027_6, 145, 163, 18
j12028_5, 102, 105, 3
j12037_8, 178, 197, 19
j12052_4, 170, 183, 13
j12051_3, 219, 232, 13
j12024_1, 93, 93, 0
j12060_8, 101, 107, 6
j1201_3, 125, 128, 3
j12035_10, 86, 89, 3
j12025_1, 82, 86, 4
j12050_3, 111, 121, 10
j12036_8, 171, 185, 14
j12053_4, 145, 158, 13
j1203_4, 71, 77, 6
j12026_6, 187, 210, 23
j12049_10, 97, 105, 8
j12029_5, 102, 107, 5
j12045_4, 103, 104, 1
j12020_8, 107, 117, 10
j12031_10, 225, 256, 31
j12030_6, 79, 82, 3
j12011_3, 202, 220, 18
j12033_1, 107, 127, 20
j12012_4, 125, 136, 11
j12046_3, 175, 188, 13
j12048_1, 100, 114, 14
j12047_2, 132, 141, 9
j12050_10, 103, 111, 8
j12013_5, 91, 102, 11
j12015_10, 91, 95, 4
j12010_2, 91, 92, 1
j12031_7, 205, 227, 22
j12021_9, 102, 101, -1
j12044_5, 98, 102, 4
j1202_5, 103, 114, 11
j12028_4, 112, 129, 17
j12027_7, 125, 148, 23
j12052_5, 168, 180, 12
j12037_9, 142, 155, 13
j12028_10, 116, 132, 16
j12051_2, 220, 237, 17
j12060_9, 101, 104, 3
j1201_2, 109, 119, 10
j12017_9, 134, 140, 6
j12029_1, 104, 108, 4
j12026_2, 169, 186, 17
j12040_9, 117, 123, 6
j12025_5, 100, 101, 1
j12050_7, 137, 139, 2
j12052_10, 143, 154, 11
j12033_5, 142, 160, 18
j12056_9, 287, 316, 29
j12017_10, 134, 138, 4
j12049_4, 96, 101, 5
j12046_7, 170, 187, 17
j1206_9, 160, 189, 29
j12030_2, 112, 113, 1
j12011_7, 162, 167, 5
j12010_6, 92, 93, 1
j12031_3, 173, 194, 21
j12033_10, 106, 117, 11
j12044_1, 100, 102, 2
j12047_6, 137, 147, 10
j12048_5, 110, 122, 12
j1207_8, 97, 100, 3
j12057_8, 162, 170, 8
j12013_1, 126, 136, 10
j12032_4, 135, 150, 15
j12051_6, 214, 237, 23
j1201_6, 84, 87, 3
j12024_4, 101, 102, 1
j12041_8, 138, 133, -5
j12027_3, 144, 146, 2
j1202_1, 87, 89, 2
j12016_8, 194, 208, 14
j12052_1, 176, 200, 24
j1206_2, 134, 151, 17
j1209_1, 88, 92, 4
j12056_2, 204, 228, 24
j12059_1, 114, 116, 2
j12030_9, 93, 94, 1
j12055_5, 106, 110, 4
j1205_5, 77, 78, 1
j12020_7, 81, 82, 1
j12043_5, 105, 107, 2
j12010_10, 66, 70, 4
j12026_9, 172, 195, 23
j12055_10, 100, 106, 6
j12036_7, 208, 227, 19
j12017_2, 123, 128, 5
j12018_1, 138, 141, 3
j12039_4, 98, 106, 8
j12014_5, 96, 109, 13
j12040_2, 90, 100, 10
j12041_3, 141, 150, 9
j12060_6, 110, 117, 7
j12015_4, 82, 93, 11
j12034_1, 78, 90, 12
j12034_10, 101, 108, 7
j12038_5, 113, 121, 8
j12016_3, 234, 246, 12
j12037_6, 163, 178, 15
j12027_8, 140, 163, 23
j12042_4, 104, 115, 11
j1204_4, 75, 79, 4
j12021_6, 109, 124, 15
j12054_4, 120, 137, 17
j12031_8, 191, 212, 21
j12057_3, 184, 203, 19
j12022_1, 101, 111, 10
j1207_3, 99, 117, 18
j12055_1, 100, 111, 11
j12011_8, 162, 169, 7
j12020_3, 77, 89, 12
j1205_1, 92, 93, 1
j1209_5, 114, 115, 1
j1206_6, 154, 166, 12
j12046_8, 176, 195, 19
j12023_4, 106, 111, 5
j12059_5, 106, 113, 7
j12056_6, 213, 242, 29
j12036_10, 215, 226, 11
j12035_4, 101, 114, 13
j12014_1, 85, 99, 14
j12050_8, 112, 113, 1
j12040_6, 90, 98, 8
j12043_1, 105, 105, 0
j12018_5, 118, 124, 6
j12036_3, 228, 233, 5
j12017_6, 136, 140, 4
j12016_7, 185, 199, 14
j12037_2, 145, 150, 5
j12038_1, 108, 125, 17
j1209_10, 84, 91, 7
j12019_4, 106, 123, 17
j12012_10, 143, 151, 8
j12057_10, 167, 178, 11
j12041_7, 109, 116, 7
j12060_2, 83, 90, 7
j1201_9, 112, 118, 6
j12051_9, 210, 237, 27
j12034_5, 103, 106, 3
j12057_7, 166, 182, 16
j12058_4, 145, 154, 9
j1207_7, 117, 128, 11
j1208_4, 94, 116, 22
j12022_5, 93, 100, 7
j12047_9, 144, 155, 11
j12021_2, 117, 118, 1
j12010_9, 77, 78, 1
j12011_9, 172, 186, 14
j12020_2, 99, 103, 4
j1206_7, 168, 195, 27
j1209_4, 86, 94, 8
j12023_5, 99, 102, 3
j12046_9, 165, 180, 15
j12016_10, 213, 232, 19
j12053_10, 132, 146, 14
j12056_7, 282, 330, 48
j12059_4, 108, 120, 12
j12050_9, 101, 103, 2
j12035_5, 92, 109, 17
j12040_7, 91, 99, 8
j12036_2, 223, 237, 14
j12017_7, 146, 154, 8
j12018_4, 100, 109, 9
j12039_1, 95, 107, 12
j12019_5, 103, 114, 11
j12016_6, 205, 215, 10
j12037_3, 139, 148, 9
j12042_1, 108, 114, 6
j12041_6, 113, 122, 9
j12060_3, 89, 94, 5
j1201_8, 109, 118, 9
j12015_1, 81, 82, 1
j12034_4, 95, 105, 10
j12051_8, 206, 225, 19
j12058_5, 120, 128, 8
j12057_6, 188, 199, 11
j1208_5, 103, 111, 8
j1207_6, 124, 138, 14
j12047_8, 133, 137, 4
j12022_4, 90, 98, 8
j12021_3, 143, 152, 9
j1204_1, 74, 77, 3
j12032_10, 131, 142, 11
j12054_1, 104, 116, 12
j12010_8, 114, 117, 3
j12023_1, 107, 123, 16
j1206_3, 135, 147, 12
j12056_3, 240, 260, 20
j12055_4, 90, 99, 9
j12030_8, 79, 88, 9
j12030_10, 86, 89, 3
j1205_4, 97, 102, 5
j12020_6, 80, 82, 2
j12026_8, 176, 185, 9
j12043_4, 105, 107, 2
j12048_10, 111, 124, 13
j12039_5, 106, 111, 5
j12036_6, 225, 237, 12
j12017_3, 108, 110, 2
j12035_1, 87, 88, 1
j12014_4, 88, 101, 13
j12040_3, 87, 98, 11
j12029_10, 96, 103, 7
j12041_2, 141, 139, -2
j12060_7, 94, 97, 3
j12015_5, 87, 88, 1
j12016_2, 231, 241, 10
j12037_7, 160, 166, 6
j12038_4, 140, 158, 18
j12019_1, 88, 104, 16
j12042_5, 120, 127, 7
j12027_9, 127, 140, 13
j1204_5, 74, 77, 3
j12021_7, 111, 111, 0
j12031_9, 189, 204, 15
j12054_5, 109, 120, 11
j12057_2, 161, 173, 12
j12058_1, 141, 158, 17
j12014_10, 81, 87, 6
j12051_10, 225, 246, 21
j1207_2, 113, 135, 22
j1208_1, 95, 119, 24
