projectName, alpha, makespan, duration;
j3017_7,200,RND,51,0.73
j3036_2,100,RND,45,0.29
j3036_2,200,RND,45,0.61
j3040_7,100,RND,47,0.33
j3040_7,200,RND,47,0.62
j3027_10,100,RND,66,0.38
j3027_10,200,RND,66,0.77
j303_4,100,RND,104,0.43
j303_4,200,RND,104,0.84
j3035_5,100,RND,61,0.38
j3035_5,200,RND,61,0.85
j3023_5,100,RND,60,0.35
j3023_5,200,RND,54,0.69
j3046_9,100,RND,50,0.33
j3046_9,200,RND,49,0.71
j3020_2,100,RND,71,0.38
j3020_2,200,RND,71,0.8
j3011_9,100,RND,68,0.34
j3011_9,200,RND,68,0.65
j3023_10,100,RND,62,0.34
j3023_10,200,RND,62,0.69
j3010_9,100,RND,53,0.41
j3010_9,200,RND,52,0.75
j3021_2,100,RND,64,0.44
j3021_2,200,RND,63,0.82
j3022_5,100,RND,62,0.41
j3022_5,200,RND,56,0.84
j3047_9,100,RND,69,0.5
j3047_9,200,RND,69,1.11
j302_4,100,RND,44,0.3
j302_4,200,RND,44,0.95
j3034_5,100,RND,64,0.55
j3034_5,200,RND,64,0.98
j3041_7,100,RND,78,0.63
j3041_7,200,RND,83,1.26
j3019_4,100,RND,43,0.31
j3019_4,200,RND,41,0.58
j309_10,100,RND,96,0.54
j309_10,200,RND,100,1.04
j3038_1,100,RND,48,0.57
j3038_1,200,RND,47,0.77
j3037_2,100,RND,73,2.58
j3037_2,200,RND,69,1.26
j3016_7,100,RND,35,0.29
j3016_7,200,RND,35,0.63
j301_3,100,RND,48,0.33
j301_3,200,RND,48,0.64
j3017_6,100,RND,73,0.44
j3017_6,200,RND,73,0.84
j3036_3,100,RND,62,0.38
j3036_3,200,RND,62,0.77
j3018_5,100,RND,51,0.33
j3018_5,200,RND,51,0.68
j3043_1,100,RND,57,0.37
j3043_1,200,RND,57,0.81
j3040_6,100,RND,61,0.33
j3040_6,200,RND,61,0.67
j303_5,100,RND,49,0.35
j303_5,200,RND,49,0.73
j3014_1,100,RND,48,0.32
j3014_1,200,RND,47,0.6
j3035_4,100,RND,54,0.37
j3035_4,200,RND,54,0.73
j3046_8,100,RND,61,0.41
j3046_8,200,RND,61,0.86
j3023_4,100,RND,68,0.38
j3023_4,200,RND,68,0.75
j3042_10,100,RND,77,0.49
j3042_10,200,RND,77,0.91
j3020_3,100,RND,50,0.31
j3020_3,200,RND,50,0.67
j3011_8,100,RND,71,0.34
j3011_8,200,RND,64,0.74
j3022_1,100,RND,45,0.3
j3022_1,200,RND,45,0.65
j3040_10,100,RND,52,0.32
j3040_10,200,RND,52,0.64
j3031_8,100,RND,66,0.35
j3031_8,200,RND,67,0.68
j307_9,100,RND,61,0.35
j307_9,200,RND,61,0.75
j3021_6,100,RND,79,0.57
j3021_6,200,RND,79,1.08
j3027_8,100,RND,68,0.39
j3027_8,200,RND,68,0.79
j3042_4,100,RND,58,0.38
j3042_4,200,RND,53,0.76
j301_7,100,RND,65,0.33
j301_7,200,RND,65,0.72
j3037_6,100,RND,77,0.43
j3037_6,200,RND,77,0.99
j3016_3,100,RND,37,0.25
j3016_3,200,RND,37,0.46
j3038_5,100,RND,73,0.44
j3038_5,200,RND,74,0.91
j3034_1,100,RND,69,0.42
j3034_1,200,RND,67,0.83
j3015_4,100,RND,49,0.28
j3015_4,200,RND,49,0.55
j3038_10,100,RND,63,0.38
j3038_10,200,RND,63,0.83
j3041_3,100,RND,100,0.55
j3041_3,200,RND,100,1.21
j3040_2,100,RND,57,0.36
j3040_2,200,RND,57,0.77
j3014_5,100,RND,60,0.33
j3014_5,200,RND,60,0.67
j303_1,100,RND,74,0.34
j303_1,200,RND,73,0.72
j3039_4,100,RND,54,0.35
j3039_4,200,RND,54,0.68
j3018_1,100,RND,56,0.32
j3018_1,200,RND,56,0.63
j3017_2,100,RND,69,0.35
j3017_2,200,RND,70,0.77
j3036_7,100,RND,57,0.33
j3036_7,200,RND,57,0.67
j3043_5,100,RND,70,0.45
j3043_5,200,RND,66,0.91
j3026_9,100,RND,48,0.29
j3026_9,200,RND,48,0.57
j3020_7,100,RND,43,0.25
j3020_7,200,RND,43,0.51
j3030_9,100,RND,50,0.35
j3030_9,200,RND,50,0.69
j3021_10,100,RND,69,0.44
j3021_10,200,RND,69,0.98
j306_8,100,RND,42,0.29
j306_8,200,RND,43,0.57
