projectName, alpha, makespan, duration;
j3040_1,200,RND,52,0.59
j3029_9,100,RND,109,0.58
j3029_9,200,RND,110,1.16
j3043_6,100,RND,61,0.32
j3043_6,200,RND,60,0.65
j3039_7,100,RND,57,0.35
j3039_7,200,RND,57,0.71
j3018_2,100,RND,56,0.29
j3018_2,200,RND,56,0.56
j3017_1,100,RND,67,0.34
j3017_1,200,RND,67,0.69
j3036_4,100,RND,60,0.33
j3036_4,200,RND,60,0.66
j305_10,100,RND,76,0.34
j305_10,200,RND,76,0.69
j3012_10,100,RND,58,0.25
j3012_10,200,RND,58,0.49
j309_8,100,RND,101,0.46
j309_8,200,RND,101,0.91
j3045_8,100,RND,98,0.49
j3045_8,200,RND,97,1.08
j3020_4,100,RND,44,0.25
j3020_4,200,RND,44,0.54
j3023_3,100,RND,48,0.26
j3023_3,200,RND,47,0.53
j3012_8,100,RND,36,0.25
j3012_8,200,RND,36,0.52
j3013_8,100,RND,107,0.52
j3013_8,200,RND,108,1.03
j301_10,100,RND,51,0.24
j301_10,200,RND,51,0.48
j3016_10,100,RND,52,0.26
j3016_10,200,RND,52,0.51
j3022_3,100,RND,63,0.32
j3022_3,200,RND,62,0.66
j3044_8,100,RND,50,0.28
j3044_8,200,RND,50,0.56
j3021_4,100,RND,71,0.39
j3021_4,200,RND,71,0.79
j308_8,100,RND,52,0.25
j308_8,200,RND,52,0.5
j3019_2,100,RND,59,0.3
j3019_2,200,RND,59,0.78
j3038_7,100,RND,66,0.4
j3038_7,200,RND,68,0.81
j3037_4,100,RND,85,0.52
j3037_4,200,RND,82,1.04
j3016_1,100,RND,52,0.24
j3016_1,200,RND,52,0.48
j301_5,100,RND,37,0.24
j301_5,200,RND,38,0.47
j3028_9,100,RND,63,0.28
j3028_9,200,RND,63,0.56
j3042_6,100,RND,69,0.36
j3042_6,200,RND,69,0.75
j3041_1,100,RND,96,0.52
j3041_1,200,RND,94,1.04
j302_2,100,RND,49,0.27
j302_2,200,RND,49,0.55
j3034_3,100,RND,73,0.37
j3034_3,200,RND,70,0.79
j3015_6,100,RND,73,0.3
j3015_6,200,RND,73,0.6
j303_3,100,RND,58,0.27
j303_3,200,RND,58,0.55
j3014_7,100,RND,53,0.28
j3014_7,200,RND,53,0.55
j3035_2,100,RND,54,0.33
j3035_2,200,RND,54,0.64
j3043_7,100,RND,58,0.33
j3043_7,200,RND,58,0.66
j3029_8,100,RND,91,0.46
j3029_8,200,RND,88,0.91
j3036_5,100,RND,65,0.34
j3036_5,200,RND,65,0.68
j3039_6,100,RND,72,0.42
j3039_6,200,RND,72,0.83
j3018_3,100,RND,57,0.3
j3018_3,200,RND,57,0.61
j309_9,100,RND,65,0.33
j309_9,200,RND,65,0.67
j3020_5,100,RND,62,0.32
j3020_5,200,RND,62,0.64
j3032_10,100,RND,52,0.27
j3032_10,200,RND,52,0.89
j3045_9,100,RND,86,0.51
j3045_9,200,RND,86,2.01
j3023_2,100,RND,54,0.58
j3023_2,200,RND,54,0.63
j3012_9,100,RND,53,0.31
j3012_9,200,RND,53,0.52
j3030_10,100,RND,57,0.3
j3030_10,200,RND,57,0.63
j304_8,100,RND,56,0.25
j304_8,200,RND,56,0.52
j3032_9,100,RND,66,0.37
j3032_9,200,RND,66,0.66
j3022_7,100,RND,61,0.4
j3022_7,200,RND,63,1.02
j3048_8,100,RND,45,0.28
j3048_8,200,RND,45,0.52
j3041_5,100,RND,96,0.51
j3041_5,200,RND,96,1.4
j3024_9,100,RND,44,0.33
j3024_9,200,RND,44,0.56
j3034_7,100,RND,61,0.62
j3034_7,200,RND,59,0.73
j3015_2,100,RND,48,0.24
j3015_2,200,RND,48,0.62
j302_6,100,RND,49,0.25
j302_6,200,RND,49,0.55
j301_1,100,RND,44,0.26
j301_1,200,RND,44,0.53
j3016_5,100,RND,52,0.24
j3016_5,200,RND,52,0.48
j3019_6,100,RND,52,0.29
j3019_6,200,RND,52,0.59
j3038_3,100,RND,58,0.39
j3038_3,200,RND,55,0.79
j3042_2,100,RND,53,0.3
j3042_2,200,RND,51,0.61
j3048_10,100,RND,55,0.3
j3048_10,200,RND,55,1.01
j3043_3,100,RND,63,0.37
j3043_3,200,RND,60,0.73
j3039_2,100,RND,55,0.43
j3039_2,200,RND,55,0.69
j3018_7,100,RND,49,0.26
j3018_7,200,RND,49,0.55
j3017_4,100,RND,51,0.31
j3017_4,200,RND,51,0.7
j3036_1,100,RND,67,0.51
j3036_1,200,RND,67,0.74
j3014_3,100,RND,74,0.28
j3014_3,200,RND,64,0.61
j3029_10,100,RND,79,0.45
j3029_10,200,RND,79,0.89
j3035_6,100,RND,59,0.33
j3035_6,200,RND,59,0.65
j303_7,100,RND,55,0.26
j303_7,200,RND,55,0.52
j3025_8,100,RND,72,0.44
j3025_8,200,RND,72,0.93
j3040_4,100,RND,58,0.3
j3040_4,200,RND,58,0.64
j3023_6,100,RND,51,0.27
j3023_6,200,RND,51,0.66
j303_10,100,RND,60,0.31
j303_10,200,RND,60,0.69
j305_9,100,RND,48,0.38
j305_9,200,RND,48,0.74
j3014_10,100,RND,63,0.3
j3014_10,200,RND,63,0.66
j3033_8,100,RND,65,0.51
j3033_8,200,RND,65,1.04
j3020_1,100,RND,58,0.33
j3020_1,200,RND,58,0.62
j3037_10,100,RND,71,0.78
j3037_10,200,RND,71,1.3
j3015_9,100,RND,55,0.26
j3015_9,200,RND,55,0.53
j3024_2,100,RND,59,0.32
j3024_2,200,RND,59,0.66
j3028_6,100,RND,56,0.42
j3028_6,200,RND,56,1.0
j3042_9,100,RND,60,0.38
j3042_9,200,RND,60,1.66
j3027_5,100,RND,57,0.37
j3027_5,200,RND,57,0.9
j3038_8,100,RND,58,0.57
j3038_8,200,RND,58,1.71
j3031_5,100,RND,53,1.17
j3031_5,200,RND,53,1.64
j308_7,100,RND,42,0.45
j308_7,200,RND,42,0.74
j307_4,100,RND,45,0.44
j307_4,200,RND,45,1.42
j3044_7,100,RND,43,0.72
j3044_7,200,RND,43,1.76
j3048_3,100,RND,51,0.83
j3048_3,200,RND,51,2.95
j304_3,100,RND,48,1.51
j304_3,200,RND,48,3.08
j3032_2,100,RND,61,1.2
j3032_2,200,RND,61,2.8
j3013_7,100,RND,79,1.7
j3013_7,200,RND,80,2.95
j305_2,100,RND,87,1.54
j305_2,200,RND,86,3.05
j3012_6,100,RND,54,1.87
j3012_6,200,RND,54,1.54
j3033_3,100,RND,54,1.04
j3033_3,200,RND,54,4.97
j3046_1,100,RND,71,2.18
j3046_1,200,RND,66,4.32
j3045_6,100,RND,131,1.93
j3045_6,200,RND,131,1.85
j3011_1,100,RND,54,0.33
j3011_1,200,RND,54,0.79
j3030_4,100,RND,61,0.38
j3030_4,200,RND,61,0.95
j306_5,100,RND,68,0.44
j306_5,200,RND,73,0.97
j309_6,100,RND,65,0.37
j309_6,200,RND,62,0.86
j3039_9,100,RND,66,0.53
j3039_9,200,RND,66,0.91
j3026_4,100,RND,69,0.62
j3026_4,200,RND,67,1.2
j3043_8,100,RND,66,0.47
j3043_8,200,RND,67,1.06
j3029_7,100,RND,75,0.54
j3029_7,200,RND,73,1.08
j3013_10,100,RND,62,0.47
j3013_10,200,RND,62,0.83
j304_10,100,RND,49,0.26
j304_10,200,RND,49,0.52
j3025_3,100,RND,77,0.62
j3025_3,200,RND,75,1.35
j3014_8,100,RND,55,0.32
j3014_8,200,RND,56,0.62
j3011_10,100,RND,39,0.24
j3011_10,200,RND,39,0.48
j306_10,100,RND,62,0.36
j306_10,200,RND,61,0.85
j3027_1,100,RND,46,0.4
j3027_1,200,RND,46,0.58
j3028_2,100,RND,58,0.36
j3028_2,200,RND,58,0.75
j3019_9,100,RND,40,0.27
j3019_9,200,RND,40,0.95
j302_9,100,RND,60,0.62
j302_9,200,RND,59,0.84
j3034_8,100,RND,63,0.42
j3034_8,200,RND,63,0.84
j3024_6,100,RND,57,0.33
j3024_6,200,RND,57,0.7
j3047_4,100,RND,49,0.36
j3047_4,200,RND,49,0.7
j3022_8,100,RND,59,0.43
j3022_8,200,RND,59,0.69
j3048_7,100,RND,56,0.43
j3048_7,200,RND,56,0.67
j3032_6,100,RND,45,0.27
j3032_6,200,RND,45,0.55
j3013_3,100,RND,79,0.55
j3013_3,200,RND,77,0.97
j304_7,100,RND,57,0.31
j304_7,200,RND,57,0.8
j308_3,100,RND,54,0.32
j308_3,200,RND,54,0.97
j3031_1,100,RND,44,0.33
j3031_1,200,RND,44,0.64
j3010_4,100,RND,64,0.37
j3010_4,200,RND,65,0.74
j3044_3,100,RND,52,0.36
j3044_3,200,RND,52,0.67
j3045_2,100,RND,131,0.78
j3045_2,200,RND,131,1.61
j309_2,100,RND,88,0.5
j309_2,200,RND,88,1.12
j306_1,100,RND,60,0.32
j306_1,200,RND,60,0.63
j3011_5,100,RND,55,0.36
j3011_5,200,RND,55,0.67
j3012_2,100,RND,47,0.26
j3012_2,200,RND,47,0.52
j3033_7,100,RND,71,0.46
j3033_7,200,RND,71,0.87
j305_6,100,RND,66,0.57
j305_6,200,RND,66,0.96
j3023_9,100,RND,64,0.43
j3023_9,200,RND,64,0.78
j3046_5,100,RND,60,0.41
j3046_5,200,RND,60,0.81
j3025_7,100,RND,95,0.57
j3025_7,200,RND,94,1.14
j303_8,100,RND,55,0.33
j303_8,200,RND,55,0.66
j3035_10,100,RND,60,0.37
j3035_10,200,RND,60,0.76
j3035_9,100,RND,59,0.39
j3035_9,200,RND,59,0.8
j3018_8,100,RND,53,0.32
j3018_8,200,RND,53,0.64
j3029_3,100,RND,80,0.5
j3029_3,200,RND,82,1.05
j3028_3,100,RND,41,0.29
j3028_3,200,RND,41,0.56
j3019_8,100,RND,56,0.37
j3019_8,200,RND,56,0.73
j302_8,100,RND,55,0.38
j302_8,200,RND,55,0.74
j3034_9,100,RND,61,0.52
j3034_9,200,RND,61,0.76
j3024_7,100,RND,45,0.3
j3024_7,200,RND,45,0.6
j3048_6,100,RND,59,0.38
j3048_6,200,RND,59,0.78
j3022_9,100,RND,77,0.45
j3022_9,200,RND,77,0.85
j3047_5,100,RND,49,0.35
j3047_5,200,RND,49,0.64
j3032_7,100,RND,36,0.27
j3032_7,200,RND,36,0.56
j3013_2,100,RND,63,0.42
j3013_2,200,RND,62,0.9
j304_6,100,RND,46,0.26
j304_6,200,RND,46,0.55
j308_2,100,RND,52,0.3
j308_2,200,RND,52,0.54
j307_1,100,RND,56,1.59
j307_1,200,RND,56,2.8
j3031_10,100,RND,56,2.16
j3031_10,200,RND,56,3.23
j3010_5,100,RND,46,0.33
j3010_5,200,RND,46,0.83
j3044_2,100,RND,55,0.56
j3044_2,200,RND,55,2.59
j3045_3,100,RND,91,0.98
j3045_3,200,RND,91,1.52
j309_3,100,RND,79,0.42
j309_3,200,RND,77,0.94
j3011_4,100,RND,61,0.31
j3011_4,200,RND,61,0.74
j3030_1,100,RND,49,0.38
j3030_1,200,RND,49,0.69
j3012_3,100,RND,38,0.24
j3012_3,200,RND,38,0.47
j3033_6,100,RND,62,0.35
j3033_6,200,RND,62,0.7
j305_7,100,RND,80,0.44
j305_7,200,RND,80,0.91
j3015_10,100,RND,76,0.34
j3015_10,200,RND,76,0.69
j302_10,100,RND,48,0.3
j302_10,200,RND,54,0.69
j3046_4,100,RND,72,0.48
j3046_4,200,RND,72,0.9
j3023_8,100,RND,50,0.31
j3023_8,200,RND,50,0.66
j3025_6,100,RND,64,0.47
j3025_6,200,RND,59,0.91
j3028_10,100,RND,60,0.34
j3028_10,200,RND,60,0.68
j303_9,100,RND,66,0.38
j303_9,200,RND,66,0.84
j3035_8,100,RND,64,0.47
j3035_8,200,RND,64,0.86
j3018_9,100,RND,51,0.3
j3018_9,200,RND,48,0.6
j3026_1,100,RND,66,0.36
j3026_1,200,RND,66,0.76
j3029_2,100,RND,92,0.61
j3029_2,200,RND,94,1.19
j3015_8,100,RND,53,0.28
j3015_8,200,RND,53,0.55
j3024_3,100,RND,70,0.33
j3024_3,200,RND,70,0.68
j3027_4,100,RND,67,0.39
j3027_4,200,RND,67,0.81
j3042_8,100,RND,84,0.5
j3042_8,200,RND,83,0.97
j3028_7,100,RND,49,0.29
j3028_7,200,RND,49,0.61
j3038_9,100,RND,58,0.42
j3038_9,200,RND,58,0.84
j3031_4,100,RND,51,0.31
j3031_4,200,RND,51,0.63
j3010_1,100,RND,44,0.3
j3010_1,200,RND,44,0.62
j307_5,100,RND,44,0.3
j307_5,200,RND,44,0.58
j308_6,100,RND,48,0.28
j308_6,200,RND,48,0.53
j3044_6,100,RND,57,0.35
j3044_6,200,RND,57,0.71
j3047_1,100,RND,66,0.39
j3047_1,200,RND,64,0.82
j3048_2,100,RND,55,0.37
j3048_2,200,RND,55,0.72
j3017_10,100,RND,67,0.4
j3017_10,200,RND,67,0.8
j304_2,100,RND,61,0.31
j304_2,200,RND,61,0.71
j3032_3,100,RND,58,0.34
j3032_3,200,RND,58,0.67
j3013_6,100,RND,74,0.39
j3013_6,200,RND,75,0.8
j305_3,100,RND,78,0.45
j305_3,200,RND,78,0.84
j3012_7,100,RND,56,0.29
j3012_7,200,RND,56,0.56
j3033_2,100,RND,76,0.42
j3033_2,200,RND,69,0.84
j3045_7,100,RND,118,0.65
j3045_7,200,RND,107,1.27
j3033_10,100,RND,54,0.34
j3033_10,200,RND,54,0.68
j3030_5,100,RND,61,0.34
j3030_5,200,RND,57,0.68
j309_7,100,RND,66,0.38
j309_7,200,RND,65,0.77
j306_4,100,RND,44,0.24
j306_4,200,RND,44,0.5
j3039_8,100,RND,71,0.43
j3039_8,200,RND,71,0.87
j3029_6,100,RND,92,0.53
j3029_6,200,RND,90,1.04
j3043_9,100,RND,59,0.36
j3043_9,200,RND,59,0.74
j3026_5,100,RND,77,0.44
j3026_5,200,RND,77,0.87
j3025_2,100,RND,77,0.48
j3025_2,200,RND,75,0.99
j3014_9,100,RND,49,0.33
j3014_9,200,RND,48,0.66
j3047_10,100,RND,62,0.43
j3047_10,200,RND,61,0.86
j3016_8,100,RND,45,0.27
j3016_8,200,RND,45,0.56
j3027_3,100,RND,61,0.37
j3027_3,200,RND,61,0.77
j3024_4,100,RND,54,0.33
j3024_4,200,RND,54,0.68
j3041_8,100,RND,86,0.61
j3041_8,200,RND,86,1.24
j304_5,100,RND,60,0.3
j304_5,200,RND,60,0.58
j3032_4,100,RND,69,0.31
j3032_4,200,RND,69,0.64
j3013_1,100,RND,58,0.39
j3013_1,200,RND,56,0.74
j3048_5,100,RND,59,0.38
j3048_5,200,RND,59,0.67
j3047_6,100,RND,58,0.36
j3047_6,200,RND,58,0.75
j3044_1,100,RND,51,0.32
j3044_1,200,RND,51,0.62
j3031_3,100,RND,61,0.36
j3031_3,200,RND,61,0.73
j3010_6,100,RND,45,0.27
j3010_6,200,RND,45,0.56
j308_1,100,RND,45,0.25
j308_1,200,RND,45,0.51
j307_2,100,RND,43,0.25
j307_2,200,RND,43,0.9
j3011_7,100,RND,36,0.37
j3011_7,200,RND,36,0.52
j3030_2,100,RND,75,0.4
j3030_2,200,RND,72,0.8
j306_3,100,RND,48,0.41
j306_3,200,RND,48,0.7
j3046_7,100,RND,63,0.48
j3046_7,200,RND,57,0.78
j305_4,100,RND,67,0.38
j305_4,200,RND,67,0.75
j3033_5,100,RND,61,0.37
j3033_5,200,RND,63,0.76
j3026_10,100,RND,54,0.32
j3026_10,200,RND,54,0.67
j3040_9,100,RND,65,0.37
j3040_9,200,RND,65,0.74
j3025_5,100,RND,79,0.44
j3025_5,200,RND,73,1.73
j3026_2,100,RND,41,1.54
j3026_2,200,RND,41,2.52
j3029_1,100,RND,96,2.4
j3029_1,200,RND,94,3.67
j3017_9,100,RND,49,0.72
j3017_9,200,RND,49,0.74
j3024_10,100,RND,54,0.3
j3024_10,200,RND,54,0.84
j3037_9,100,RND,62,0.46
j3037_9,200,RND,62,1.06
j301_8,100,RND,58,0.45
j301_8,200,RND,58,0.8
j3027_7,100,RND,49,0.35
j3027_7,200,RND,49,0.65
j3028_4,100,RND,50,0.31
j3028_4,200,RND,50,0.57
j3021_9,100,RND,69,0.52
j3021_9,200,RND,69,1.08
j3044_5,100,RND,56,1.05
j3044_5,200,RND,56,1.18
j307_6,100,RND,36,0.35
j307_6,200,RND,36,0.66
j308_5,100,RND,59,0.35
j308_5,200,RND,59,0.79
j3031_7,100,RND,62,0.46
j3031_7,200,RND,62,0.73
j3010_2,100,RND,59,0.34
j3010_2,200,RND,59,0.69
j3013_5,100,RND,70,0.49
j3013_5,200,RND,68,0.93
j304_1,100,RND,50,0.36
j304_1,200,RND,50,0.74
j3047_2,100,RND,64,0.42
j3047_2,200,RND,64,0.83
j3019_10,100,RND,48,0.31
j3019_10,200,RND,48,0.63
j3048_1,100,RND,64,0.43
j3048_1,200,RND,64,0.82
j3046_3,100,RND,75,0.5
j3046_3,200,RND,72,1.02
j3012_4,100,RND,64,0.33
j3012_4,200,RND,64,0.65
j3033_1,100,RND,67,0.43
j3033_1,200,RND,66,0.86
j309_4,100,RND,87,0.5
j309_4,200,RND,75,1.04
j306_7,100,RND,50,0.29
j306_7,200,RND,50,0.59
j3011_3,100,RND,82,0.48
j3011_3,200,RND,82,0.81
j3030_6,100,RND,61,0.42
j3030_6,200,RND,67,0.85
j3045_4,100,RND,90,0.61
j3045_4,200,RND,85,1.24
j3020_8,100,RND,52,0.32
j3020_8,200,RND,52,0.63
j3029_5,100,RND,115,0.69
j3029_5,200,RND,112,1.35
j3026_6,100,RND,63,0.42
j3026_6,200,RND,63,0.88
j3045_10,100,RND,92,0.63
j3045_10,200,RND,93,1.42
j3036_8,100,RND,64,0.43
j3036_8,200,RND,64,0.82
j3025_1,100,RND,108,0.61
j3025_1,200,RND,107,1.41
j3024_1,100,RND,54,0.43
j3024_1,200,RND,54,0.95
j3039_10,100,RND,61,0.38
j3039_10,200,RND,61,0.75
j3037_8,100,RND,75,0.51
j3037_8,200,RND,75,1.0
j301_9,100,RND,51,0.29
j301_9,200,RND,51,0.56
j3028_5,100,RND,74,0.45
j3028_5,200,RND,74,0.75
j3027_6,100,RND,66,0.34
j3027_6,200,RND,66,0.67
j3044_4,100,RND,58,0.32
j3044_4,200,RND,58,0.66
j3021_8,100,RND,60,0.47
j3021_8,200,RND,67,0.93
j308_4,100,RND,49,0.28
j308_4,200,RND,49,0.55
j307_7,100,RND,51,0.32
j307_7,200,RND,51,0.66
j3031_6,100,RND,55,0.34
j3031_6,200,RND,54,0.73
j3010_3,100,RND,66,0.49
j3010_3,200,RND,66,0.84
j3041_10,100,RND,97,0.82
j3041_10,200,RND,97,1.43
j3032_1,100,RND,62,0.34
j3032_1,200,RND,62,0.69
j3013_4,100,RND,80,0.48
j3013_4,200,RND,76,0.91
j3047_3,100,RND,56,0.37
j3047_3,200,RND,56,0.77
j3046_2,100,RND,70,0.42
j3046_2,200,RND,66,0.94
j3012_5,100,RND,48,0.29
j3012_5,200,RND,48,0.59
j305_1,100,RND,50,0.36
j305_1,200,RND,50,0.72
j306_6,100,RND,38,0.28
j306_6,200,RND,36,0.59
j309_5,100,RND,70,0.44
j309_5,200,RND,68,0.85
j3011_2,100,RND,57,0.28
j3011_2,200,RND,57,0.7
j3030_7,100,RND,69,0.38
j3030_7,200,RND,69,0.86
j3020_9,100,RND,42,0.3
j3020_9,200,RND,42,0.57
j3045_5,100,RND,88,0.58
j3045_5,200,RND,88,1.17
j3020_10,100,RND,38,0.27
j3020_10,200,RND,38,0.54
j3026_7,100,RND,66,0.37
j3026_7,200,RND,66,0.75
j3029_4,100,RND,107,0.61
j3029_4,200,RND,107,1.26
j3036_9,100,RND,60,0.39
j3036_9,200,RND,60,0.72
j3016_9,100,RND,45,0.29
j3016_9,200,RND,45,0.55
j3027_2,100,RND,60,0.38
j3027_2,200,RND,59,0.75
j3028_1,100,RND,70,0.42
j3028_1,200,RND,70,0.77
j308_10,100,RND,68,0.33
j308_10,200,RND,68,0.64
j3041_9,100,RND,117,0.67
j3041_9,200,RND,111,1.39
j3024_5,100,RND,52,0.31
j3024_5,200,RND,52,0.62
j304_4,100,RND,58,0.31
j304_4,200,RND,58,0.6
j3032_5,100,RND,55,0.29
j3032_5,200,RND,55,0.58
j3047_7,100,RND,69,0.44
j3047_7,200,RND,66,0.97
j3048_4,100,RND,58,0.38
j3048_4,200,RND,58,1.56
j3022_10,100,RND,58,0.89
j3022_10,200,RND,58,1.52
j3031_2,100,RND,64,1.03
j3031_2,200,RND,64,2.22
j3010_7,100,RND,50,0.99
j3010_7,200,RND,49,2.09
j307_3,100,RND,43,0.92
j307_3,200,RND,51,1.63
j3011_6,100,RND,45,0.55
j3011_6,200,RND,45,0.68
j3030_3,100,RND,71,0.44
j3030_3,200,RND,63,0.88
j309_1,100,RND,89,0.55
j309_1,200,RND,88,1.07
j306_2,100,RND,59,0.39
j306_2,200,RND,59,0.75
j3045_1,100,RND,89,0.76
j3045_1,200,RND,89,1.28
j3046_6,100,RND,60,0.41
j3046_6,200,RND,59,0.87
j305_5,100,RND,71,0.41
j305_5,200,RND,71,0.87
j3043_10,100,RND,66,0.41
j3043_10,200,RND,66,0.82
j3012_1,100,RND,48,0.26
j3012_1,200,RND,48,0.52
j3033_4,100,RND,83,0.48
j3033_4,200,RND,83,1.01
j3025_4,100,RND,83,0.55
j3025_4,200,RND,83,1.11
j3040_8,100,RND,58,0.37
j3040_8,200,RND,58,0.95
j3026_3,100,RND,60,0.36
j3026_3,200,RND,60,0.76
j3017_8,100,RND,62,0.4
j3017_8,200,RND,62,0.81
j3018_10,100,RND,42,0.31
j3018_10,200,RND,42,0.61
j3031_9,100,RND,55,0.3
j3031_9,200,RND,54,0.63
j307_8,100,RND,44,0.24
j307_8,200,RND,44,0.48
j3021_7,100,RND,71,0.5
j3021_7,200,RND,71,0.84
j3042_5,100,RND,57,0.38
j3042_5,200,RND,53,0.77
j3027_9,100,RND,57,0.35
j3027_9,200,RND,58,0.72
j301_6,100,RND,47,0.29
j301_6,200,RND,47,0.54
j3019_1,100,RND,41,0.29
j3019_1,200,RND,40,0.57
j3038_4,100,RND,62,0.4
j3038_4,200,RND,62,0.86
j3037_7,100,RND,99,0.55
j3037_7,200,RND,99,1.1
j3016_2,100,RND,49,0.25
j3016_2,200,RND,49,0.52
j3015_5,100,RND,62,0.33
j3015_5,200,RND,61,0.66
j3025_10,100,RND,59,0.42
j3025_10,200,RND,55,0.86
j302_1,100,RND,37,0.24
j302_1,200,RND,37,0.51
j3041_2,100,RND,94,0.59
j3041_2,200,RND,94,1.19
j3040_3,100,RND,58,0.58
j3040_3,200,RND,58,0.86
j3014_4,100,RND,56,0.33
j3014_4,200,RND,57,0.65
j3035_1,100,RND,58,0.35
j3035_1,200,RND,58,0.78
j3017_3,100,RND,65,0.35
j3017_3,200,RND,61,0.67
j3036_6,100,RND,47,0.29
j3036_6,200,RND,47,0.56
j3039_5,100,RND,56,0.37
j3039_5,200,RND,56,0.76
j3026_8,100,RND,68,0.46
j3026_8,200,RND,68,0.9
j3043_4,100,RND,74,0.52
j3043_4,200,RND,74,1.07
j3044_10,100,RND,64,0.42
j3044_10,200,RND,64,0.83
j3020_6,100,RND,52,0.32
j3020_6,200,RND,52,0.66
j3030_8,100,RND,46,0.33
j3030_8,200,RND,46,0.62
j306_9,100,RND,49,0.29
j306_9,200,RND,52,0.57
j3023_1,100,RND,67,0.37
j3023_1,200,RND,67,0.77
j3010_8,100,RND,54,0.41
j3010_8,200,RND,54,0.68
j3021_3,100,RND,82,0.46
j3021_3,200,RND,85,0.93
j3047_8,100,RND,49,0.32
j3047_8,200,RND,49,0.68
j3022_4,100,RND,43,0.32
j3022_4,200,RND,43,0.62
j302_5,100,RND,52,0.31
j302_5,200,RND,52,0.59
j3034_4,100,RND,69,0.41
j3034_4,200,RND,68,0.87
j3015_1,100,RND,47,0.31
j3015_1,200,RND,47,0.56
j3041_6,100,RND,114,0.61
j3041_6,200,RND,114,1.39
j3042_1,100,RND,59,0.43
j3042_1,200,RND,59,0.76
j3046_10,100,RND,58,0.47
j3046_10,200,RND,58,0.8
j3037_3,100,RND,86,0.58
j3037_3,200,RND,86,1.2
j3016_6,100,RND,52,0.31
j3016_6,200,RND,52,0.67
j3019_5,100,RND,49,0.29
j3019_5,200,RND,49,0.56
j301_2,100,RND,54,0.31
j301_2,200,RND,52,0.61
j3039_1,100,RND,62,0.46
j3039_1,200,RND,56,0.8
j3018_4,100,RND,71,0.34
j3018_4,200,RND,71,0.72
j3017_7,100,RND,51,0.37
