projectName, makespan, duration;
j1205_3,77,0.837871789932251;
j12020_1,90,0.8985409736633301;
j12055_3,127,1.417733907699585;
j1203_10,106,1.0420730113983154;
j12056_4,87,1.270352840423584;
j12033_8,96,1.0908350944519043;
j12059_7,91,1.1632230281829834;
j12023_6,106,1.1596598625183105;
j12049_9,98,1.2725369930267334;
j12018_10,85,0.9116768836975098;
j1206_4,108,1.152467966079712;
j1209_7,81,0.8062257766723633;
j12060_10,86,1.1720781326293945;
j12025_8,79,0.987799882888794;
j12025_10,94,1.0713818073272705;
j12040_4,113,1.1933376789093018;
j12035_6,87,1.027735710144043;
j12014_3,89,0.8389649391174316;
j12036_1,99,1.0532560348510742;
j12017_4,92,0.911808967590332;
j12018_7,90,0.8313899040222168;
j12039_2,105,1.1801302433013916;
j12043_3,98,1.2799468040466309;
j12042_2,131,1.5605900287628174;
j12044_10,101,1.2307610511779785;
j12038_3,106,1.0505049228668213;
j12019_6,81,0.863724946975708;
j12016_5,93,0.9542217254638672;
j12015_2,76,0.8543248176574707;
j12034_7,106,1.0963590145111084;
j12041_5,116,1.3556296825408936;
j12024_9,78,1.0644407272338867;
j12048_8,107,1.2427387237548828;
j12022_7,125,1.2267258167266846;
j1208_6,83,0.9157619476318359;
j1207_5,89,0.8125419616699219;
j12058_6,104,1.2810018062591553;
j12032_9,93,1.1734793186187744;
j12057_5,97,1.2833762168884277;
j12054_2,137,1.5514140129089355;
j1204_2,108,0.8731122016906738;
j12059_3,109,1.3648638725280762;
j12012_9,85,0.9404749870300293;
j1209_3,88,0.9543602466583252;
j12023_2,118,1.1941370964050293;
j12020_5,70,0.7687830924987793;
j12045_9,115,1.353173017501831;
j1205_7,85,0.8131310939788818;
j12055_7,106,1.2762761116027832;
j12018_3,73,0.8378291130065918;
j12039_6,96,1.125866174697876;
j12053_9,131,1.4587841033935547;
j12036_5,96,1.1049730777740479;
j12046_10,108,1.3441059589385986;
j1203_9,87,0.8565938472747803;
j12029_8,81,0.9822301864624023;
j12043_7,122,1.572619915008545;
j12035_2,112,1.186880111694336;
j12014_7,90,0.8740758895874023;
j12015_6,98,0.9312219619750977;
j12034_3,98,1.0209310054779053;
j12041_1,114,1.468729019165039;
j12060_4,102,1.1610901355743408;
j12027_10,108,1.2518389225006104;
j1202_8,82,0.8638410568237305;
j12042_6,97,1.3753809928894043;
j12028_9,96,1.1716980934143066;
