projectName, it, alpha, makespan, duration;
j3014_6,200,0.25,39,1.29
j3014_6,200,0.5,36,1.39
j3014_6,200,0.75,37,1.28
j3014_6,200,RND,37,1.3
j3044_5,100,0.25,56,0.79
j3044_5,100,0.5,56,0.83
j3044_5,100,0.75,56,0.81
j3044_5,100,RND,56,0.83
j3044_5,200,0.25,56,1.66
j3044_5,200,0.5,56,1.56
j3044_5,200,0.75,56,1.6
j3044_5,200,RND,56,1.52
j3023_6,100,0.25,51,0.68
j3023_6,100,0.5,51,0.69
j3023_6,100,0.75,51,0.68
j3023_6,100,RND,51,0.69
j3023_6,200,0.25,51,1.36
j3023_6,200,0.5,51,1.4
j3023_6,200,0.75,51,1.43
j3023_6,200,RND,50,1.45
j3048_3,100,0.25,51,0.69
j3048_3,100,0.5,51,0.7
j3048_3,100,0.75,51,0.72
j3048_3,100,RND,51,0.7
j3048_3,200,0.25,51,1.41
j3048_3,200,0.5,51,1.41
j3048_3,200,0.75,51,1.54
j3048_3,200,RND,51,1.43
j3013_4,100,0.25,82,1.12
j3013_4,100,0.5,77,1.06
j3013_4,100,0.75,78,1.07
j3013_4,100,RND,77,1.06
j3013_4,200,0.25,82,2.23
j3013_4,200,0.5,77,2.15
j3013_4,200,0.75,77,2.14
j3013_4,200,RND,78,2.2
j3020_4,100,0.25,44,0.63
j3020_4,100,0.5,44,0.63
j3020_4,100,0.75,44,0.72
j3020_4,100,RND,44,0.65
j3020_4,200,0.25,44,1.39
j3020_4,200,0.5,44,1.29
j3020_4,200,0.75,44,1.26
j3020_4,200,RND,44,1.43
j3022_9,100,0.25,77,0.91
j3022_9,100,0.5,77,0.88
j3022_9,100,0.75,77,0.92
j3022_9,100,RND,77,0.88
j3022_9,200,0.25,77,1.77
j3022_9,200,0.5,77,1.78
j3022_9,200,0.75,77,1.98
j3022_9,200,RND,77,1.78
j307_3,100,0.25,51,0.71
j307_3,100,0.5,51,0.71
j307_3,100,0.75,51,0.67
j307_3,100,RND,51,0.7
j307_3,200,0.25,51,1.51
j307_3,200,0.5,51,1.4
j307_3,200,0.75,51,1.41
j307_3,200,RND,51,1.47
j3039_10,100,0.25,61,0.83
j3039_10,100,0.5,61,0.81
j3039_10,100,0.75,61,0.83
j3039_10,100,RND,61,0.88
j3039_10,200,0.25,61,1.78
j3039_10,200,0.5,61,1.66
j3039_10,200,0.75,61,1.65
j3039_10,200,RND,61,1.62
j305_9,100,0.25,50,0.77
j305_9,100,0.5,49,0.79
j305_9,100,0.75,48,0.82
j305_9,100,RND,48,0.83
j305_9,200,0.25,50,1.73
j305_9,200,0.5,48,1.63
j305_9,200,0.75,49,1.59
j305_9,200,RND,48,1.55
j3029_2,100,0.25,94,1.44
j3029_2,100,0.5,94,1.46
j3029_2,100,0.75,92,1.44
j3029_2,100,RND,94,1.48
j3029_2,200,0.25,94,3.01
j3029_2,200,0.5,87,3.65
j3029_2,200,0.75,90,3.71
j3029_2,200,RND,91,3.06
j3036_1,100,0.25,67,0.96
j3036_1,100,0.5,67,0.88
j3036_1,100,0.75,67,0.87
j3036_1,100,RND,67,0.87
j3036_1,200,0.25,67,1.71
j3036_1,200,0.5,67,1.71
j3036_1,200,0.75,67,1.85
j3036_1,200,RND,67,1.72
j3012_10,100,0.25,58,0.63
j3012_10,100,0.5,58,0.63
j3012_10,100,0.75,58,0.63
j3012_10,100,RND,58,0.63
j3012_10,200,0.25,58,1.27
j3012_10,200,0.5,58,1.26
j3012_10,200,0.75,58,1.33
j3012_10,200,RND,58,1.32
j3026_8,100,0.25,74,0.98
j3026_8,100,0.5,72,0.96
j3026_8,100,0.75,68,0.99
j3026_8,100,RND,68,0.98
j3026_8,200,0.25,74,2.02
j3026_8,200,0.5,72,1.98
j3026_8,200,0.75,68,1.98
j3026_8,200,RND,68,2.03
j3046_1,100,0.25,82,1.14
j3046_1,100,0.5,77,1.08
j3046_1,100,0.75,66,1.08
j3046_1,100,RND,67,1.06
j3046_1,200,0.25,82,2.18
j3046_1,200,0.5,77,2.15
j3046_1,200,0.75,66,2.23
j3046_1,200,RND,66,2.14
j3028_1,100,0.25,70,0.86
j3028_1,100,0.5,70,0.89
j3028_1,100,0.75,70,0.83
j3028_1,100,RND,70,0.85
j3028_1,200,0.25,70,1.68
j3028_1,200,0.5,70,1.66
j3028_1,200,0.75,70,1.75
j3028_1,200,RND,70,1.76
j3031_9,100,0.25,56,0.8
j3031_9,100,0.5,55,0.77
j3031_9,100,0.75,54,0.83
j3031_9,100,RND,54,0.79
j3031_9,200,0.25,56,1.6
j3031_9,200,0.5,55,1.52
j3031_9,200,0.75,54,1.56
j3031_9,200,RND,54,1.51
j3013_9,100,0.25,87,1.15
j3013_9,100,0.5,87,1.31
j3013_9,100,0.75,87,1.13
j3013_9,100,RND,87,1.12
j3013_9,200,0.25,87,2.26
j3013_9,200,0.5,87,2.29
j3013_9,200,0.75,87,2.24
j3013_9,200,RND,87,2.26
j3043_5,100,0.25,72,0.95
j3043_5,100,0.5,72,0.98
j3043_5,100,0.75,72,0.93
j3043_5,100,RND,72,1.0
j3043_5,200,0.25,72,1.85
j3043_5,200,0.5,71,2.02
j3043_5,200,0.75,72,1.93
j3043_5,200,RND,69,1.89
j3023_8,100,0.25,52,0.71
j3023_8,100,0.5,50,0.71
j3023_8,100,0.75,50,2.23
j3023_8,100,RND,50,1.15
j3023_8,200,0.25,52,1.75
j3023_8,200,0.5,50,2.67
j3023_8,200,0.75,50,4.55
j3023_8,200,RND,50,1.97
j3029_8,100,0.25,90,2.24
j3029_8,100,0.5,88,2.93
j3029_8,100,0.75,89,1.39
j3029_8,100,RND,90,1.41
j3029_8,200,0.25,90,2.7
j3029_8,200,0.5,88,2.61
j3029_8,200,0.75,90,2.78
j3029_8,200,RND,88,2.59
j3024_4,100,0.25,54,0.79
j3024_4,100,0.5,54,0.77
j3024_4,100,0.75,54,0.86
j3024_4,100,RND,54,0.76
j3024_4,200,0.25,54,1.54
j3024_4,200,0.5,54,1.51
j3024_4,200,0.75,54,1.53
j3024_4,200,RND,54,1.59
j308_10,100,0.25,68,0.72
j308_10,100,0.5,68,0.76
j308_10,100,0.75,68,0.73
j308_10,100,RND,68,0.72
j308_10,200,0.25,68,1.47
j308_10,200,0.5,68,1.45
j308_10,200,0.75,68,1.45
j308_10,200,RND,68,1.46
j3041_3,100,0.25,100,1.33
j3041_3,100,0.5,100,1.36
j3041_3,100,0.75,100,1.36
j3041_3,100,RND,94,1.33
j3041_3,200,0.25,100,2.63
j3041_3,200,0.5,100,2.71
j3041_3,200,0.75,100,2.68
j3041_3,200,RND,100,2.66
j3031_3,100,0.25,64,0.83
j3031_3,100,0.5,64,0.84
j3031_3,100,0.75,61,0.81
j3031_3,100,RND,61,0.86
j3031_3,200,0.25,64,1.69
j3031_3,200,0.5,64,1.7
j3031_3,200,0.75,61,2.68
j3031_3,200,RND,61,2.01
j309_6,100,0.25,70,1.09
j309_6,100,0.5,70,0.89
j309_6,100,0.75,63,0.83
j309_6,100,RND,65,0.88
j309_6,200,0.25,70,1.74
j309_6,200,0.5,70,1.69
j309_6,200,0.75,61,1.7
j309_6,200,RND,62,1.72
j305_3,100,0.25,86,0.87
j305_3,100,0.5,78,0.93
j305_3,100,0.75,80,0.93
j305_3,100,RND,77,0.9
j305_3,200,0.25,86,1.71
j305_3,200,0.5,78,1.85
j305_3,200,0.75,78,1.86
j305_3,200,RND,78,1.81
j3012_7,100,0.25,56,0.54
j3012_7,100,0.5,56,0.57
j3012_7,100,0.75,56,0.56
j3012_7,100,RND,56,0.57
j3012_7,200,0.25,56,1.09
j3012_7,200,0.5,56,1.12
j3012_7,200,0.75,56,1.12
j3012_7,200,RND,56,1.11
j3044_3,100,0.25,52,0.67
j3044_3,100,0.5,52,0.65
j3044_3,100,0.75,52,0.64
j3044_3,100,RND,52,0.65
j3044_3,200,0.25,52,1.3
j3044_3,200,0.5,52,1.31
j3044_3,200,0.75,52,1.28
j3044_3,200,RND,52,1.3
j3041_1,100,0.25,103,1.21
j3041_1,100,0.5,103,1.23
j3041_1,100,0.75,96,1.23
j3041_1,100,RND,94,1.22
j3041_1,200,0.25,103,2.45
j3041_1,200,0.5,103,2.44
j3041_1,200,0.75,96,2.43
j3041_1,200,RND,96,2.46
j3037_8,100,0.25,75,1.04
j3037_8,100,0.5,75,1.04
j3037_8,100,0.75,75,1.04
j3037_8,100,RND,75,1.03
j3037_8,200,0.25,75,2.07
j3037_8,200,0.5,75,2.07
j3037_8,200,0.75,75,2.06
j3037_8,200,RND,75,2.07
j3013_2,100,0.25,62,0.91
j3013_2,100,0.5,62,0.94
j3013_2,100,0.75,64,1.38
j3013_2,100,RND,63,1.83
j3013_2,200,0.25,62,2.35
j3013_2,200,0.5,63,2.17
j3013_2,200,0.75,60,2.16
j3013_2,200,RND,61,2.13
j3038_9,100,0.25,58,0.91
j3038_9,100,0.5,58,0.94
j3038_9,100,0.75,58,1.1
j3038_9,100,RND,58,0.95
j3038_9,200,0.25,58,1.86
j3038_9,200,0.5,58,1.8
j3038_9,200,0.75,58,1.81
j3038_9,200,RND,58,1.8
j3031_5,100,0.25,57,0.77
j3031_5,100,0.5,57,0.8
j3031_5,100,0.75,53,0.74
j3031_5,100,RND,56,0.72
j3031_5,200,0.25,57,1.48
j3031_5,200,0.5,57,1.47
j3031_5,200,0.75,53,1.47
j3031_5,200,RND,55,1.62
j3027_1,100,0.25,46,0.75
j3027_1,100,0.5,46,0.7
j3027_1,100,0.75,46,0.69
j3027_1,100,RND,44,0.79
j3027_1,200,0.25,46,1.51
j3027_1,200,0.5,46,1.36
j3027_1,200,0.75,46,1.34
j3027_1,200,RND,46,1.33
j3043_8,100,0.25,67,0.91
j3043_8,100,0.5,67,0.96
j3043_8,100,0.75,67,0.89
j3043_8,100,RND,67,0.9
j3043_8,200,0.25,67,1.85
j3043_8,200,0.5,67,1.78
j3043_8,200,0.75,67,1.71
j3043_8,200,RND,67,1.85
j3042_5,100,0.25,57,0.85
j3042_5,100,0.5,57,0.84
j3042_5,100,0.75,56,0.82
j3042_5,100,RND,56,0.82
j3042_5,200,0.25,57,1.67
j3042_5,200,0.5,57,1.69
j3042_5,200,0.75,56,1.7
j3042_5,200,RND,53,1.65
