projectName, alpha, makespan, duration;
j6016_4,200,RND,61,1.96
j6023_9,100,0.25,65,1.01
j6023_9,100,0.5,65,1.05
j6023_9,100,0.75,65,1.07
j6023_9,100,RND,65,1.0
j6023_9,200,0.25,65,1.99
j6023_9,200,0.5,65,2.14
j6023_9,200,0.75,65,2.01
j6023_9,200,RND,65,2.23
j6028_9,100,0.25,75,1.75
j6028_9,100,0.5,75,1.13
j6028_9,100,0.75,75,1.07
j6028_9,100,RND,75,1.15
j6028_9,200,0.25,75,2.13
j6028_9,200,0.5,75,2.1
j6028_9,200,0.75,75,2.11
j6028_9,200,RND,75,2.21
j6011_4,100,0.25,70,0.92
j6011_4,100,0.5,70,0.96
j6011_4,100,0.75,70,0.91
j6011_4,100,RND,70,1.04
j6011_4,200,0.25,70,1.84
j6011_4,200,0.5,70,1.78
j6011_4,200,0.75,70,1.94
j6011_4,200,RND,70,1.87
j6017_3,100,0.25,93,1.55
j6017_3,100,0.5,93,1.46
j6017_3,100,0.75,94,1.45
j6017_3,100,RND,93,1.44
j6017_3,200,0.25,93,2.99
j6017_3,200,0.5,93,2.87
j6017_3,200,0.75,89,2.91
j6017_3,200,RND,93,2.87
j6039_5,100,0.25,76,1.2
j6039_5,100,0.5,76,1.25
j6039_5,100,0.75,75,1.18
j6039_5,100,RND,75,1.21
j6039_5,200,0.25,76,2.44
j6039_5,200,0.5,75,2.43
j6039_5,200,0.75,75,2.36
j6039_5,200,RND,75,2.43
j6029_6,100,0.25,193,2.37
j6029_6,100,0.5,191,2.37
j6029_6,100,0.75,175,2.36
j6029_6,100,RND,173,2.35
j6029_6,200,0.25,193,4.77
j6029_6,200,0.5,193,4.78
j6029_6,200,0.75,178,4.82
j6029_6,200,RND,173,4.79
j6010_1,100,0.25,97,4.15
j6010_1,100,0.5,96,2.98
j6010_1,100,0.75,97,1.32
j6010_1,100,RND,97,1.13
j6010_1,200,0.25,97,2.18
j6010_1,200,0.5,97,2.19
j6010_1,200,0.75,93,2.18
j6010_1,200,RND,96,2.18
j603_10,100,0.25,71,0.81
j603_10,100,0.5,69,0.93
j603_10,100,0.75,69,0.8
j603_10,100,RND,69,0.81
j603_10,200,0.25,71,1.6
j603_10,200,0.5,69,1.61
j603_10,200,0.75,69,1.62
j603_10,200,RND,69,1.6
j6032_10,100,0.25,78,0.9
j6032_10,100,0.5,78,0.91
j6032_10,100,0.75,78,0.87
j6032_10,100,RND,78,0.9
j6032_10,200,0.25,78,1.78
j6032_10,200,0.5,78,1.81
j6032_10,200,0.75,78,1.76
j6032_10,200,RND,78,1.79
j6029_10,100,0.25,128,1.6
j6029_10,100,0.5,123,1.59
j6029_10,100,0.75,124,1.59
j6029_10,100,RND,127,1.59
j6029_10,200,0.25,123,3.19
j6029_10,200,0.5,124,3.18
j6029_10,200,0.75,123,3.2
j6029_10,200,RND,125,3.17
j6033_2,100,0.25,108,1.49
j6033_2,100,0.5,108,1.53
j6033_2,100,0.75,108,1.55
j6033_2,100,RND,108,1.56
j6033_2,200,0.25,108,3.08
j6033_2,200,0.5,108,3.07
j6033_2,200,0.75,108,3.06
j6033_2,200,RND,108,3.03
j6044_6,100,0.25,82,1.21
j6044_6,100,0.5,82,1.24
j6044_6,100,0.75,82,1.2
j6044_6,100,RND,82,1.21
j6044_6,200,0.25,82,2.41
j6044_6,200,0.5,82,2.44
j6044_6,200,0.75,82,2.39
j6044_6,200,RND,82,2.4
j6046_2,100,0.25,82,1.13
j6046_2,100,0.5,82,1.16
j6046_2,100,0.75,84,1.17
j6046_2,100,RND,83,1.15
j6046_2,200,0.25,82,2.27
j6046_2,200,0.5,83,2.33
j6046_2,200,0.75,80,2.38
j6046_2,200,RND,81,2.31
j6010_5,100,0.25,85,0.9
j6010_5,100,0.5,85,0.9
j6010_5,100,0.75,85,0.89
j6010_5,100,RND,85,0.91
j6010_5,200,0.25,85,1.83
j6010_5,200,0.5,85,1.8
j6010_5,200,0.75,85,1.79
j6010_5,200,RND,85,1.81
j608_8,100,0.25,67,0.85
j608_8,100,0.5,67,0.85
j608_8,100,0.75,67,0.86
j608_8,100,RND,67,0.85
j608_8,200,0.25,67,1.7
j608_8,200,0.5,67,1.73
j608_8,200,0.75,67,1.72
j608_8,200,RND,67,1.72
j6020_5,100,0.25,72,0.94
j6020_5,100,0.5,72,0.94
j6020_5,100,0.75,72,0.94
j6020_5,100,RND,72,0.95
j6020_5,200,0.25,72,1.88
j6020_5,200,0.5,72,1.89
j6020_5,200,0.75,72,1.86
j6020_5,200,RND,72,1.87
j6032_8,100,0.25,77,1.04
j6032_8,100,0.5,77,1.07
j6032_8,100,0.75,77,1.04
j6032_8,100,RND,77,1.05
j6032_8,200,0.25,77,2.08
j6032_8,200,0.5,77,2.11
j6032_8,200,0.75,77,2.07
j6032_8,200,RND,77,2.1
j6014_5,100,0.25,61,0.73
j6014_5,100,0.5,61,0.74
j6014_5,100,0.75,60,0.74
j6014_5,100,RND,61,0.74
j6014_5,200,0.25,61,1.46
j6014_5,200,0.5,60,1.45
j6014_5,200,0.75,60,1.47
j6014_5,200,RND,60,1.47
j6030_4,100,0.25,81,1.03
j6030_4,100,0.5,80,1.02
j6030_4,100,0.75,79,1.01
j6030_4,100,RND,77,1.02
j6030_4,200,0.25,81,2.05
j6030_4,200,0.5,80,2.05
j6030_4,200,0.75,79,2.01
j6030_4,200,RND,77,2.03
j6017_10,100,0.25,74,1.0
j6017_10,100,0.5,74,0.99
j6017_10,100,0.75,74,1.02
j6017_10,100,RND,74,1.0
j6017_10,200,0.25,74,1.96
j6017_10,200,0.5,74,1.99
j6017_10,200,0.75,74,2.03
j6017_10,200,RND,74,2.03
j6011_5,100,0.25,69,0.79
j6011_5,100,0.5,69,0.79
j6011_5,100,0.75,67,0.79
j6011_5,100,RND,67,0.78
j6011_5,200,0.25,69,1.59
j6011_5,200,0.5,69,1.58
j6011_5,200,0.75,67,1.53
j6011_5,200,RND,66,1.59
j6028_7,100,0.25,76,0.96
j6028_7,100,0.5,76,0.99
j6028_7,100,0.75,76,0.99
j6028_7,100,RND,76,1.0
j6028_7,200,0.25,76,1.93
j6028_7,200,0.5,76,1.96
j6028_7,200,0.75,76,2.02
j6028_7,200,RND,76,1.97
j6023_4,100,0.25,86,1.01
j6023_4,100,0.5,86,1.03
j6023_4,100,0.75,86,1.02
j6023_4,100,RND,86,1.04
j6023_4,200,0.25,86,2.02
j6023_4,200,0.5,86,2.07
j6023_4,200,0.75,86,2.06
j6023_4,200,RND,86,2.04
j608_4,100,0.25,65,0.71
j608_4,100,0.5,65,0.7
j608_4,100,0.75,65,0.74
j608_4,100,RND,65,0.74
j608_4,200,0.25,65,1.42
j608_4,200,0.5,65,1.41
j608_4,200,0.75,65,1.44
j608_4,200,RND,65,1.45
j6040_6,100,0.25,70,1.18
j6040_6,100,0.5,70,1.14
j6040_6,100,0.75,70,1.23
j6040_6,100,RND,70,1.11
j6040_6,200,0.25,70,2.26
j6040_6,200,0.5,70,2.22
j6040_6,200,0.75,70,2.24
j6040_6,200,RND,70,2.24
j603_8,100,0.25,53,0.66
j603_8,100,0.5,53,0.68
j603_8,100,0.75,53,0.68
j603_8,100,RND,53,0.68
j603_8,200,0.25,53,1.33
j603_8,200,0.5,53,1.37
j603_8,200,0.75,53,1.36
j603_8,200,RND,53,1.35
j6042_2,100,0.25,69,1.07
j6042_2,100,0.5,69,1.12
j6042_2,100,0.75,69,1.16
j6042_2,100,RND,69,1.1
j6042_2,200,0.25,69,2.15
j6042_2,200,0.5,69,2.19
j6042_2,200,0.75,69,2.18
j6042_2,200,RND,69,2.2
j6015_4,100,0.25,76,0.76
j6015_4,100,0.5,76,0.8
j6015_4,100,0.75,76,0.78
j6015_4,100,RND,76,0.78
j6015_4,200,0.25,76,1.52
j6015_4,200,0.5,76,1.57
j6015_4,200,0.75,76,1.58
j6015_4,200,RND,76,1.57
j6013_2,100,0.25,120,1.23
j6013_2,100,0.5,120,1.25
j6013_2,100,0.75,120,1.25
j6013_2,100,RND,122,1.25
j6013_2,200,0.25,126,2.51
j6013_2,200,0.5,114,2.62
j6013_2,200,0.75,119,2.53
j6013_2,200,RND,119,2.49
j606_1,100,0.25,65,0.82
j606_1,100,0.5,62,0.81
j606_1,100,0.75,62,0.8
j606_1,100,RND,61,0.81
j606_1,200,0.25,65,1.67
j606_1,200,0.5,61,1.65
j606_1,200,0.75,61,1.6
j606_1,200,RND,61,1.63
j6033_6,100,0.25,73,1.17
j6033_6,100,0.5,71,1.17
j6033_6,100,0.75,71,1.16
j6033_6,100,RND,74,1.17
j6033_6,200,0.25,73,2.33
j6033_6,200,0.5,74,2.33
j6033_6,200,0.75,71,2.35
j6033_6,200,RND,72,2.48
j6022_2,100,0.25,90,1.23
j6022_2,100,0.5,90,1.18
j6022_2,100,0.75,90,1.2
j6022_2,100,RND,90,1.19
j6022_2,200,0.25,90,2.42
j6022_2,200,0.5,90,2.39
j6022_2,200,0.75,90,2.42
j6022_2,200,RND,90,2.43
j6044_9,100,0.25,66,1.04
j6044_9,100,0.5,66,1.66
j6044_9,100,0.75,66,2.49
j6044_9,100,RND,66,1.28
j6044_9,200,0.25,66,2.52
j6044_9,200,0.5,66,2.34
j6044_9,200,0.75,66,2.81
j6044_9,200,RND,66,2.41
j607_4,100,0.25,66,0.86
j607_4,100,0.5,64,0.9
j607_4,100,0.75,64,0.89
j607_4,100,RND,64,0.87
j607_4,200,0.25,66,1.65
j607_4,200,0.5,64,1.75
j607_4,200,0.75,64,1.89
j607_4,200,RND,64,1.72
j6024_6,100,0.25,76,1.16
j6024_6,100,0.5,76,1.14
j6024_6,100,0.75,76,1.19
j6024_6,100,RND,76,2.24
j6024_6,200,0.25,76,3.38
j6024_6,200,0.5,76,2.39
j6024_6,200,0.75,76,2.25
j6024_6,200,RND,76,2.22
j6037_3,100,0.25,165,2.59
j6037_3,100,0.5,159,2.7
j6037_3,100,0.75,149,2.43
j6037_3,100,RND,151,2.49
j6037_3,200,0.25,168,5.08
j6037_3,200,0.5,162,5.19
j6037_3,200,0.75,140,5.08
j6037_3,200,RND,147,5.06
j602_4,100,0.25,79,0.97
j602_4,100,0.5,79,1.05
j602_4,100,0.75,79,0.99
j602_4,100,RND,79,0.99
j602_4,200,0.25,79,1.95
j602_4,200,0.5,79,2.13
j602_4,200,0.75,79,2.02
j602_4,200,RND,79,1.98
j6012_2,100,0.25,59,0.89
j6012_2,100,0.5,59,0.87
j6012_2,100,0.75,59,0.9
j6012_2,100,RND,59,0.89
j6012_2,200,0.25,59,1.78
j6012_2,200,0.5,59,1.78
j6012_2,200,0.75,59,1.77
j6012_2,200,RND,59,1.77
j606_9,100,0.25,65,0.94
j606_9,100,0.5,65,0.98
j606_9,100,0.75,65,0.96
j606_9,100,RND,65,1.03
j606_9,200,0.25,65,2.03
j606_9,200,0.5,65,2.03
j606_9,200,0.75,65,1.91
j606_9,200,RND,65,2.01
j604_5,100,0.25,76,0.97
j604_5,100,0.5,76,0.99
j604_5,100,0.75,76,0.98
j604_5,100,RND,76,0.98
j604_5,200,0.25,76,1.94
j604_5,200,0.5,76,1.96
j604_5,200,0.75,76,2.01
j604_5,200,RND,76,2.0
j6043_6,100,0.25,88,1.47
j6043_6,100,0.5,85,1.4
j6043_6,100,0.75,85,1.35
j6043_6,100,RND,85,1.32
j6043_6,200,0.25,88,2.69
j6043_6,200,0.5,85,2.78
j6043_6,200,0.75,85,2.68
j6043_6,200,RND,85,2.75
j6020_10,100,0.25,71,1.04
j6020_10,100,0.5,71,1.01
j6020_10,100,0.75,71,1.14
j6020_10,100,RND,71,1.01
j6020_10,200,0.25,71,1.98
j6020_10,200,0.5,71,1.99
j6020_10,200,0.75,71,1.94
j6020_10,200,RND,71,1.97
