projectName, makespan, duration;
j1205_3,78,0.8964910507202148;
j12020_1,93,0.9632818698883057;
j12055_3,135,1.5068359375;
j1203_10,111,1.0975611209869385;
j12056_4,146,2.4651730060577393;
j12033_8,106,1.216284990310669;
j12059_7,100,1.3451259136199951;
j12023_6,112,1.2438480854034424;
j12049_9,111,1.3844668865203857;
j12018_10,102,0.9908139705657959;
j1206_4,131,1.5119061470031738;
j1209_7,84,0.8694860935211182;
j12060_10,97,1.285531759262085;
j12025_8,85,1.0559051036834717;
j12025_10,96,1.1411170959472656;
j12040_4,119,1.2936739921569824;
j12035_6,90,1.0790657997131348;
j12014_3,95,0.8862137794494629;
j12036_1,128,2.036033868789673;
j12017_4,102,1.1316449642181396;
j12018_7,100,0.9819550514221191;
j12039_2,119,1.3426439762115479;
j12043_3,104,1.3624799251556396;
j12042_2,144,1.7660536766052246;
j12044_10,109,1.3102312088012695;
j12038_3,133,1.4995288848876953;
j12019_6,92,0.9561669826507568;
j12016_5,136,1.622375249862671;
j12015_2,82,0.948925256729126;
j12034_7,115,1.1787240505218506;
j12041_5,137,1.5114953517913818;
j12024_9,86,1.1210250854492188;
j12048_8,115,1.3874197006225586;
j12022_7,132,1.303468942642212;
j1208_6,99,1.0365889072418213;
j1207_5,123,1.1101570129394531;
j12058_6,125,1.7255570888519287;
j12032_9,106,1.4853341579437256;
j12057_5,134,1.9903929233551025;
j12054_2,140,1.660473108291626;
j1204_2,112,0.9800610542297363;
j12059_3,121,1.504960060119629;
j12012_9,91,1.0810840129852295;
j1209_3,100,1.012589931488037;
j12023_2,118,1.307455062866211;
j12020_5,74,0.8492090702056885;
j12045_9,115,1.422640085220337;
j1205_7,88,0.8799688816070557;
j12055_7,110,1.3334178924560547;
j12018_3,84,0.96156907081604;
j12039_6,105,1.2416319847106934;
j12053_9,159,2.078787088394165;
j12036_5,138,2.2311460971832275;
j12046_10,159,2.212347984313965;
j1203_9,94,0.9174540042877197;
j12029_8,85,1.0665316581726074;
j12043_7,123,1.648488998413086;
j12035_2,127,1.2997629642486572;
j12014_7,96,0.9430990219116211;
j12015_6,103,0.9859170913696289;
j12034_3,102,1.1085469722747803;
j12041_1,129,1.5219049453735352;
j12060_4,106,1.3358988761901855;
j12027_10,132,1.5188448429107666;
j1202_8,94,0.9151427745819092;
j12042_6,118,1.506659746170044;
j12028_9,107,1.3266749382019043;
j12016_1,120,1.6399052143096924;
j12037_4,126,1.592289686203003;
j12052_8,142,2.0262739658355713;
