projectName, makespan, duration;
j3021_1,83,0.10744595527648926;
j304_9,39,0.05345296859741211;
j3032_8,55,0.06736207008361816;
j3048_9,62,0.0738832950592041;
j3022_6,57,0.08046507835388184;
j3024_8,39,0.05715203285217285;
j3041_4,62,0.11822009086608887;
j3034_6,53,0.07490205764770508;
j3015_3,50,0.05968976020812988;
j302_7,52,0.061051130294799805;
j307_10,46,0.06746888160705566;
j3010_10,45,0.06928420066833496;
j3019_7,55,0.07020187377929688;
j3038_2,56,0.09313273429870605;
j3037_1,55,0.11970376968383789;
j3016_4,48,0.06554913520812988;
j3042_3,58,0.10323095321655273;
j3043_2,47,0.0742337703704834;
j3017_5,43,0.0717930793762207;
j3039_3,58,0.07866597175598145;
j3018_6,55,0.08815383911132812;
j3014_2,54,0.06684207916259766;
j3035_7,66,0.08778786659240723;
j303_6,56,0.06825375556945801;
j3040_5,68,0.08699917793273926;
j3034_10,51,0.065216064453125;
j3025_9,74,0.10595917701721191;
j3023_7,64,0.09835290908813477;
j305_8,65,0.0971221923828125;
j3033_9,70,0.11398601531982422;
j3013_9,65,0.10070610046386719;
j3022_2,52,0.06497383117675781;
j3021_5,54,0.07903480529785156;
j3044_9,68,0.08021688461303711;
j308_9,40,0.054995059967041016;
j3037_5,70,0.10439181327819824;
j3019_3,84,0.1017911434173584;
j3038_6,67,0.0890192985534668;
j301_4,67,0.07552790641784668;
j3042_7,73,0.09759306907653809;
j3028_8,54,0.07795095443725586;
j3036_10,61,0.07769227027893066;
j302_3,47,0.055463314056396484;
j3034_2,48,0.06443428993225098;
j3015_7,51,0.05432009696960449;
j303_2,42,0.0530240535736084;
j3014_6,40,0.05783700942993164;
j3035_3,61,0.09227323532104492;
j3040_1,54,0.07426095008850098;
j3029_9,73,0.14564800262451172;
j3043_6,62,0.08113694190979004;
j3039_7,51,0.09143400192260742;
j3018_2,58,0.0708627700805664;
j3017_1,60,0.08518385887145996;
j3036_4,60,0.08413410186767578;
j305_10,69,0.08566713333129883;
